rid,eu_name,authorid,match_type,host_id,source,n_papers,cn_name,field_text,inst_text,year,gold_authorid
814,卢宝荣,A5032464037,exact,I24943067,round4_maxpapers,184,卢宝荣,农学,复旦大学,2001,A5032464037
815,刘世荣,A5026849691,exact,I4210128615,round3_semantic,3,刘世荣,森林基础科学,中国林业科学研究院,2001,A5100672359
816,刘强,A5100409483,exact,I99065089,round4_semtie,111,刘强,植物学,清华大学,2001,A5100409479
817,刘濮鲲,A5036044616,exact,I4210110458,round2_inst,484,刘濮鲲,真空电子学,中国科学院电子学研究所,2001,A5036044616
818,刘培东,A5078140161,exact,I20231570,round3_semantic,2,刘培东,应用数学,北京大学,2001,A5085472864
819,刘建亚,A5033916746,exact,I154099455,round4_semtie,118,刘建亚,解析数论,山东大学,2001,A5033916746
820,刘加平,A5103418409,exact,I148099405,round4_semtie,155,刘加平,建筑物理学,西安建筑科技大学,2001,A5107874405
821,林圣彩,A5030886588,exact,I191208505,round4_maxpapers,129,林圣彩,生物分子的相互作用,厦门大学,2001,A5030886588
822,林金明,A5100738881,exact,I4210144289,round4_maxpapers,699,林金明,分析化学,中国科学院生态环境研究中心,2001,A5100738881
823,廖世俊,A5086739878,exact,I183067930,round4_maxpapers,453,廖世俊,水力学,上海交通大学,2001,A5086739878
824,李毅,A5100421454,exact,I20231570,round4_maxpapers,2001,李毅,植物病毒,北京大学,2001,A5100421454
825,李涛,A5100455275,exact,I24185976,round4_semtie,322,李涛,神经生物学,四川大学,2001,A5100455395
826,李立峰,A5052819678,exact,I99065089,round4_maxpapers,2363,李立峰,技术光学,清华大学,2001,A5100637034
827,李景虹,A5030859519,exact,I99065089,round4_semtie,9,李景虹,分析化学,清华大学,2001,A5089448918
828,李建国,A5100402504,exact,I183067930,round4_maxpapers,1744,李建国,金属材料学科,上海交通大学,2001,A5100368365
829,李根生,A5101578117,exact,I4210162190,round4_maxpapers,402,李根生,油气开采,中国石油大学(北京),2001,A5101578117
830,李伯耿,A5031497815,exact,I76130692,round4_semtie,11,李伯耿,化学反应工程,浙江大学,2001,A5068854747
831,孔祥银,A5102756200,exact,I4210106477,round4_semtie,180,孔祥银,分子遗传学,中国科学院上海生命科学研究院,2001,A5102756200
832,孔屏,A5008331894,exact,I4210126061,round2_inst,173,孔屏,地球化学,中国科学院地质与地球物理研究所,2001,A5008331894
833,康振生,A5071482693,exact,I89652312,round4_maxpapers,560,康振生,作物真菌病害,西北农林科技大学,2001,A5071482693
834,康跃虎,A5054435494,exact,I4210160793,round4_maxpapers,36,康跃虎,水资源与水文学,中国科学院地理科学与资源研究所,2001,A5054435494
835,琚诒光,A5081250081,exact,I99065089,round2_inst,582,琚诒光,燃烧学,清华大学,2001,A5081250081
836,景益鹏,A5087064635,exact,I2799714274,round4_semtie,269,景益鹏,理论天体物理,中国科学院上海天文台,2001,A5087064635
837,金海,A5041152953,exact,I47720641,round3_semantic,4,金海,计算机科学,华中科技大学,2001,A5022262922
838,蒋昌俊,A5109287913,exact,I116953780,round3_semantic,1,蒋昌俊,计算机系统模拟与建模,同济大学,2001,A5066099338
839,姜卫红,A5101448104,exact,I4210106477,round4_maxpapers,214,姜卫红,微生物学,中国科学院上海生命科学研究院,2001,A5101448104
840,江雷,A5052571310,exact,I4210155088,round4_semtie,169,江雷,无机化学,中国科学院化学研究所,2001,A5089379689
841,翦知潛,A5024314296,exact,,round3_semantic,1,翦知潛,海洋地质学,同济大学,2001,
842,黄跃生,A5100512593,exact,I151075929,round4_maxpapers,191,黄跃生,创伤外科与烧伤外科学,中国人民解放军第三军医大学,2001,A5100512593
843,黄卡玛,A5058007603,exact,I24185976,round4_maxpapers,325,黄卡玛,电磁场与微波技术,四川大学,2001,A5058007603
844,胡盛寿,A5091127604,exact,I200296433,round4_semtie,403,胡盛寿,心、胸外科学,中国医学科学院,2001,A5091127604
845,胡平,A5045468770,exact,I194450716,round4_maxpapers,560,胡平,计算固体力学,吉林大学,2001,
846,何祖华,A5100702375,exact,I4210106477,round4_maxpapers,141,何祖华,植物保护学,中国科学院上海生命科学研究院,2001,A5100702375
847,郝芳,A5115604707,exact,I4210162190,round4_maxpapers,109,郝芳,石油、天然气地质学,中国石油大学(北京),2001,A5115604707
848,韩艳春,A5000024258,exact,I4210092888,round4_maxpapers,232,韩艳春,有机高分子材料学科,中国科学院长春应用化学研究所,2001,A5000024258
849,郭跃伟,A5084888054,exact,I4210112820,round4_maxpapers,514,郭跃伟,药物化学(含天然药物化学),中国科学院上海药物研究所,2001,A5084888054
850,高天明,A5002883252,exact,I58200834,round4_semtie,286,高天明,神经生物学,南方医科大学,2001,A5002883252
851,高松,A5100680630,exact,I20231570,round4_semtie,1946,高松,无机化学,北京大学,2001,A5100680630
852,高鸿钧,A5073760760,exact,I4210159876,round4_maxpapers,495,高鸿钧,电子离子物理、材料与器件,中国科学院物理研究所,2001,A5073760760
853,高峰,A5100729278,exact,I183067930,round4_maxpapers,869,高峰,"新机型,新机构",上海交通大学,2001,A5100729278
854,高琛,A5112672110,exact,I126520041,round4_maxpapers,227,高琛,无机非金属类信息与功能材料,中国科学技术大学,2001,A5112672110
855,冯世平,A5057021628,exact,I25254941,round4_maxpapers,329,冯世平,超导电性,北京师范大学,2001,A5057021628
856,方竞,A5113723301,exact,I20231570,round4_maxpapers,407,方竞,实验固体力学,北京大学,2001,A5113723301
857,樊军辉,A5041283221,exact,I37987034,round4_maxpapers,223,樊军辉,星系和类星体,广州大学,2001,A5101199402
858,丁建平,A5112512641,exact,I4210106477,round3_semantic,233,丁建平,生物化学和分子生物学,中国科学院上海生命科学研究院,2001,A5034003119
859,邓宏魁,A5088259187,exact,I20231570,round3_semantic,200,邓宏魁,细胞生物学及发育生物学,北京大学,2001,A5088259187
860,崔一平,A5055907427,exact,I76569877,round4_maxpapers,935,崔一平,非线性光学材料,东南大学,2001,A5055907427
861,程建春,A5043126665,exact,I881766915,round4_semtie,296,程建春,声学,南京大学,2001,A5043126665
862,成昭华,A5113409014,exact,I4210159876,round3_semantic,7,成昭华,金属磁性材料,中国科学院物理研究所,2001,A5100529028
863,陈政,A5100370649,exact,I37461747,round4_semtie,128,陈政,电化学,武汉大学,2001,A5100370673
864,陈永顺,A5027263841,exact,I20231570,round4_maxpapers,34,陈永顺,地球物理学和空间物理学,北京大学,2001,A5049634501
865,陈晔光,A5031295186,exact,I99065089,round4_semtie,229,陈晔光,细胞生物学及发育生物学,清华大学,2001,A5031295186
866,陈晓红,A5100373745,exact,I139660479,round4_maxpapers,18172,陈晓红,管理科学与管理工程,中南大学,2001,A5066350606
867,陈乾旺,A5014087781,exact,I126520041,round4_semtie,516,陈乾旺,无机化学,中国科学技术大学,2001,A5014087781
868,陈发虎,A5021278698,exact,I76214153,round4_semtie,719,陈发虎,综合自然地理学,兰州大学,2001,A5021278698
869,曹佳,A5100661099,exact,I151075929,round4_maxpapers,527,曹佳,毒理学,中国人民解放军第三军医大学,2001,A5100661099
870,曹济民,A5074740786,exact,I200296433,round4_maxpapers,100,曹济民,病理学,中国医学科学院,2001,A5074740786
871,蔡祖聪,A5103098564,exact,I4210165559,round4_semtie,269,蔡祖聪,土壤化学,中国科学院南京土壤研究所,2001,A5103098564
872,边少锋,A5046853018,exact,I2800710378,round4_maxpapers,168,边少锋,大地测量学(物理大地测量、动力大地测量),中国人民解放军海军工程大学,2001,A5046853018
873,包亦望,A5056814336,exact,,round4_maxpapers,211,包亦望,结构陶瓷,中国建筑材料科学研究总院有限公司,2001,A5056814336
874,邹恒甫,A5004483876,exact,I20231570,round4_maxpapers,278,邹恒甫,管理信息系统、决策支持系统、专家系统,北京大学,2002,A5004483876
875,邹冰松,A5101528812,exact,I4210137180,round4_maxpapers,1225,邹冰松,中高能核物理,中国科学院高能物理研究所,2002,A5111471551
876,宗传明,A5101658433,exact,I20231570,round4_maxpapers,91,宗传明,数论,北京大学,2002,A5101658433
877,朱永官,A5100434325,exact,I4210144289,round4_semtie,1397,朱永官,土壤化学,中国科学院生态环境研究中心,2002,A5019443350
878,朱兴全,A5102807363,exact,I101479585,round3_semantic,5,朱兴全,兽医寄生虫病学,华南农业大学,2002,A5001246506
879,朱江,A5100707559,exact,I4210152758,round4_semtie,266,朱江,物理海洋学,中国科学院大气物理研究所,2002,A5101892567
880,周忆,A5052641747,exact,I24943067,round3_semantic,128,周忆,应用数学,复旦大学,2002,
881,周启星,A5089824454,exact,I4210110024,round4_semtie,390,周启星,污染生态化学,中国科学院沈阳应用生态研究所,2002,A5089824454
882,周飞朦,A5034655909,exact,I139660479,round2_inst,189,周飞朦,分析化学,中南大学,2002,A5034655909
883,周成虎,A5023919188,exact,I4210160793,round4_maxpapers,510,周成虎,资源环境信息系统,中国科学院地理科学与资源研究所,2002,A5023919188
884,钟建江,A5071447212,exact,I143593769,round4_semtie,403,钟建江,生物化工与食品化工,华东理工大学,2002,A5071447212
885,郑耀,A5061628897,exact,I76130692,round4_maxpapers,350,郑耀,计算机在新应用领域中的基础研究,浙江大学,2002,A5061628897
886,郑仕标,A5028004464,exact,I80947539,round4_semtie,194,郑仕标,量子光学,福州大学,2002,A5028004464
887,赵亚溥,A5059180248,exact,I4210157653,round4_maxpapers,294,赵亚溥,固体力学,中国科学院力学研究所,2002,A5059180248
888,赵晓航,A5023772199,exact,I200296433,round4_semtie,123,赵晓航,肿瘤学,中国医学科学院,2002,A5023772199
889,赵红卫,A5100759638,exact,I4210131271,round4_maxpapers,216,赵红卫,加速器原理和关键技术,中国科学院近代物理研究所,2002,A5047878036
890,张政军,A5114375150,exact,I99065089,round4_maxpapers,2059,张政军,金属非晶态、准晶和纳米晶材料及制备基础,清华大学,2002,A5011707201
891,张涛,A5100375792,exact,I82880672,round4_maxpapers,1435,张涛,金属材料学科,北京航空航天大学,2002,A5100375792
892,张人禾,A5064713558,exact,I4210133131,round4_semtie,570,张人禾,气候学,中国气象科学研究院,2002,A5064713558
893,张平文,A5112856088,exact,I20231570,round4_maxpapers,215,张平文,计算数学与科学工程计算,北京大学,2002,A5112856088
894,张林秀,A5004819272,exact,I4210160793,round3_semantic,2,张林秀,农业经济管理,中国科学院地理科学与资源研究所,2002,A5023327040
895,张剑锋,A5029002447,exact,I4210126061,round4_maxpapers,466,张剑锋,勘探地球物理,中国科学院地质与地球物理研究所,2002,A5100374713
896,张洪武,A5056837253,exact,I27357992,round4_maxpapers,548,张洪武,计算固体力学,大连理工大学,2002,A5056837253
897,张宏福,A5079795759,exact,I4210126061,round4_semtie,268,张宏福,地球化学,中国科学院地质与地球物理研究所,2002,A5079795759
898,张德清,A5110365165,exact,I4210155088,round4_semtie,989,张德清,有机化学,中国科学院化学研究所,2002,A5110365165
899,张传茂,A5039023101,exact,I20231570,round4_semtie,99,张传茂,细胞生物学及发育生物学,北京大学,2002,A5039023101
900,张辰宇,A5100377476,exact,I881766915,round4_semtie,25,张辰宇,内分泌学及代谢病,南京大学,2002,A5112212826
901,詹启敏,A5100664083,exact,I200296433,round4_semtie,428,詹启敏,分子遗传学,中国医学科学院,2002,A5100664083
902,曾苏,A5058483819,exact,I76130692,round4_maxpapers,450,曾苏,药物代谢动力学,浙江大学,2002,A5058483819
903,曾长青,A5009545090,exact,I2801577699,round4_maxpapers,140,曾长青,细胞生物学及发育生物学,中国科学院北京基因组研究所,2002,A5009545090
904,于贵瑞,A5008834412,exact,I4210160793,round2_inst,998,于贵瑞,生态学,中国科学院地理科学与资源研究所,2002,A5008834412
905,姚鹏飞,A5080924516,exact,I4210120485,round2_inst,125,姚鹏飞,控制系统的分析和综合,中国科学院数学与系统科学研究院,2002,A5103134253
906,杨卫军,A5017024184,exact,I76130692,round4_maxpapers,127,杨卫军,水产学,浙江大学,2002,A5078143379
907,杨宁,A5074516400,exact,I52158045,round4_maxpapers,779,杨宁,畜牧、兽医学,中国农业大学,2002,A5074516400
908,杨合,A5101717144,exact,I17145004,round4_maxpapers,1777,杨合,塑性加工工艺及设备,西北工业大学,2002,
909,杨定,A5100730988,exact,I52158045,round4_semtie,739,杨定,动物分类学,中国农业大学,2002,A5100730988
910,杨德仁,A5108149977,exact,I76130692,round4_semtie,34,杨德仁,半导体材料,浙江大学,2002,A5051102773
911,颜毅华,A5068724865,exact,I4210164580,round4_maxpapers,589,颜毅华,太阳和太阳系,中国科学院国家天文台,2002,A5068724865
912,许祝安,A5012778666,exact,I76130692,round4_maxpapers,360,许祝安,凝聚态物性II:电子结构、电学、磁学和光学性质,浙江大学,2002,A5012778666
913,徐寄遥,A5062198457,exact,I4210115570,round4_semtie,330,徐寄遥,空间物理,中国科学院国家空间科学中心,2002,A5062198457
914,熊仁根,A5057572113,exact,I881766915,round4_semtie,1099,熊仁根,无机化学,南京大学,2002,A5057572113
915,谢平,A5016786612,exact,I4210089584,round4_semtie,638,谢平,生态学,中国科学院水生生物研究所,2002,A5016786612
916,肖瑞平,A5042676208,exact,I20231570,round4_semtie,147,肖瑞平,循环生理学,北京大学,2002,A5042676208
917,肖立业,A5102853055,exact,I4210128819,round4_maxpapers,129,肖立业,电力电磁兼容,中国科学院电工研究所,2002,A5102853055
918,吴云东,A5108337108,exact,I20231570,round4_semtie,2515,吴云东,物理化学,北京大学,2002,A5044562088
919,吴兴龙,A5108167595,exact,I881766915,round4_maxpapers,3476,吴兴龙,光学材料中物理问题及固体发光,南京大学,2002,A5054962566
920,吴玮,A5005841986,exact,I191208505,round4_semtie,277,吴玮,物理化学,厦门大学,2002,A5100704703
921,吴李君,A5063685824,exact,I2802624667,round4_maxpapers,235,吴李君,核技术及其应用,中国科学院合肥物质科学研究院,2002,A5030824072
922,吴开春,A5078303906,exact,,round4_semtie,918,吴开春,肿瘤病理学,中国人民解放军第四军医大学,2002,A5078303906
923,吴骏,A5101751235,exact,,round4_semtie,197,吴骏,免疫学,上海人类基因组研究中心,2002,A5054078700
924,吴晨旭,A5064647434,exact,I191208505,round4_maxpapers,216,吴晨旭,凝聚态物性I:结构、力学和热学性质,厦门大学,2002,A5064647434
925,魏志义,A5005908287,exact,I4210159876,round4_maxpapers,575,魏志义,超快光子学与超快过程,中国科学院物理研究所,2002,A5005908287
926,韦大明,A5047278885,exact,I2802340896,round4_semtie,226,韦大明,理论天体物理,中国科学院紫金山天文台,2002,A5047278885
927,王悦,A5100371961,exact,I194450716,round4_maxpapers,1225,王悦,有机高分子材料学科,吉林大学,2002,A5100633632
928,王以政,A5057204508,exact,I4210106477,round4_maxpapers,97,王以政,分子神经生物学,中国科学院上海生命科学研究院,2002,A5057204508
929,王贻芳,A5063830804,exact,I4210137180,round4_maxpapers,800,王贻芳,粒子物理学和场论,中国科学院高能物理研究所,2002,A5063830804
