rid,eu_name,authorid,sci_name,match_type
1920,Vincent Jacques,A5103179501,Vincent Jacques,exact
6,Nataliya Petryk,A5003584122,Nataliya Petryk,exact
1714,Magdalena Kowalska,A5080637377,Magdalena Kowalska,exact
2670,Christian Ott,A5112366597,Christian Ott,exact
3982,Lucia Raggetti,A5100093805,Lucia Raggetti,exact
1350,Xin Li,A5024954825,Xin Li,exact
3545,Melinda Mills,A5002653896,Melinda Mills,exact
1350,Xin Li,A5100784444,Xin Li,exact
2664,Giuseppe Vicidomini,A5040316453,Giuseppe Vicidomini,exact
2655,Sarthak Misra,A5050730423,Sarthak Misra,exact
400,Omry Koren,A5018377158,Omry Koren,exact
1622,Tong Li,A5115011189,Tong Li,exact
668,Christoph Schneider,A5103902153,Christoph Schneider,exact
3941,Wei Chu,A5041422414,Wei Chu,exact
2052,Jean-Nicolas Dumez,A5014310932,Jean‐Nicolas Dumez,exact
2520,Manuel Bodirsky,A5115633754,Manuel Bodirsky,exact
1304,Gabor Szabo,A5072582612,Gábor Szabó,exact
2619,Sebastian Reineke,A5024180183,Sebastian Reineke,exact
1350,Xin Li,A5020310793,Xin Li,exact
1129,Kirsten Bomblies,A5064593721,Kirsten Bomblies,exact
2651,Sandra Hirche,A5109847665,Sandra Hirche,exact
1919,Francesco Cardarelli,A5112385711,Francesco Cardarelli,exact
4054,Guido Alfani,A5100031244,Guido Alfani,exact
708,Doron Merkler,A5111160533,Doron Merkler,exact
3704,Sid Kouider,A5044319202,Sid Kouider,exact
253,Shotaro Otsuka,A5082422826,Shotaro Otsuka,exact
1170,Xingqi Chen,A5056951575,Xingqi Chen,exact
335,James Turner,A5113401013,James Turner,exact
969,Jonas Larsson,A5050475198,Jonas Larsson,exact
1637,Christian Müller,A5104379141,Christian Müller,exact
3801,Andrea Cuomo,A5091518853,Andrea Cuomo,exact
3702,Martine Robbeets,A5104810118,Martine Robbeets,exact
2022,Freddy Bouchet,A5043527868,Freddy Bouchet,exact
3581,Tamás Faragó,A5017726486,Tamás Faragó,exact
521,Alessandro Gozzi,A5072821940,Alessandro Gozzi,exact
4150,Carna Brkovic,A5019346720,Čarna Brković,exact
3462,Ana Cristina Santos,A5101183012,Ana Cristina Santos,exact
2396,Gerhard Neumann,A5099192556,Gerhard Neumann,exact
1350,Xin Li,A5102871088,Xin Li,exact
3090,Alexander Westphal,A5000985836,Alexander Westphal,exact
1594,Stefan Guldin,A5006811097,Stefan Guldin,exact
1107,Dominic Wright,A5081673437,Dominic Wright,exact
2029,Jian Cui,A5100763239,Jian Cui,exact
3042,Kevin Heng,A5019327228,Kevin Heng,exact
2882,Christian Greiner,A5107708218,Christian Greiner,exact
3260,Wim Hardyns,A5043978838,Wim Hardyns,exact
3792,Marijn Van Putten,A5096997337,Marijn van Putten,exact
2193,Jesús Campos,A5098676861,Jesús Campos,exact
1168,Li Tang,A5102759605,Li Tang,exact
1622,Tong Li,A5031934894,Tong Li,exact
1697,Ewold Verhagen,A5027428364,Ewold Verhagen,exact
3835,Koen De Temmerman,A5096884590,Koen De Temmerman,exact
2632,Fei Ding,A5004874972,Fei Ding,exact
3392,Edward Simpson,A5095945219,EDWARD SIMPSON,exact
3687,Kenneth Smith,A5113948245,Kenneth Smith,exact
2813,Wei Cao,A5036513929,Wei Cao,exact
2734,Chun Huang,A5101605754,Chun Huang,exact
3632,Daniel Margulies,A5006201680,Daniel Margulies,exact
1602,Xuekun Lu,A5051520807,Xuekun Lu,exact
2954,Philip Bull,A5019247098,Philip Bull,exact
1559,Hendrik Fuchs,A5112661827,Hendrik Fuchs,exact
1350,Xin Li,A5045792305,Xin Li,exact
2931,Darrell Alec Patterson,A5036808066,Darrell Alec Patterson,exact
478,Paola Romagnani,A5046254027,Paola Romagnani,exact
1286,Bozhidar Velichkov,A5087382359,Bozhidar Velichkov,exact
1350,Xin Li,A5054055334,Xin Li,exact
3738,Bryan Roberts,A5077879479,Bryan Roberts,exact
1909,Yael Roichman,A5006907582,Yael Roichman,exact
1711,Nathan Goldman,A5083932690,Nathan Goldman,exact
1452,Jia Chen,A5056327838,Jia Chen,exact
597,Amir Amedi,A5034713252,Amir Amedi,exact
1452,Jia Chen,A5100416033,Jia Chen,exact
2297,Paolo Falcaro,A5008169042,Paolo Falcaro,exact
2813,Wei Cao,A5013985291,Wei Cao,exact
2813,Wei Cao,A5080190437,Wei Cao,exact
93,John Briggs,A5110892029,John Briggs,exact
497,Jonas-Frederic Sauer,A5033428356,Jonas‐Frederic Sauer,exact
1452,Jia Chen,A5102158702,Jia Chen,exact
3142,Monica Martinez-Bravo,A5018522738,Mónica Martínez Bravo,exact
1350,Xin Li,A5055407007,Xin Li,exact
966,Patrizio Lancellotti,A5109774607,Patrizio Lancellotti,exact
4052,Julien Loiseau,A5107544973,Julien Loiseau,exact
2109,Francesco Ricci,A5080219061,Francesco Ricci,exact
1936,Edward Laird,A5105337446,Edward Laird,exact
1452,Jia Chen,A5100416014,Jia Chen,exact
4232, ,A5027783829,— —,exact
1634,Matthew Baker,A5110738032,Matthew Baker,exact
1390,Sofia Olhede,A5094561199,Sofia Olhede,exact
4224, ,A5027783829,— —,exact
1282, ,A5027783829,— —,exact
979, ,A5027783829,— —,exact
3279,Luis Simon,A5062360224,Luis Simón,exact
1295,David Holmes,A5099210025,David Holmes,exact
3231,Abbey Steele,A5045226820,Abbey Steele,exact
293,Julien Dumont,A5028704834,Julien Dumont,exact
4098,Laura Vang Rasmussen,A5106671240,Laura Vang Rasmussen,exact
3126,Paula Bustos,A5004534399,Paula Bustos,exact
4022,Claire Zalc,A5014443416,Claire Zalc,exact
1893,Thomas Salez,A5062740465,Thomas Salez,exact
1350,Xin Li,A5005865000,Xin Li,exact
1350,Xin Li,A5068540542,Xin Li,exact
1350,Xin Li,A5100353878,Xin Li,exact
1124,Rafael Sanjuan Verdeguer,A5000700661,Rafael Sanjuán Verdeguer,exact
2807,Andreas Fischer,A5101029554,Andreas Fischer,exact
2706,Kulah Haluk,A5041010499,Kulah Haluk,exact
1350,Xin Li,A5100354070,Xin Li,exact
2229,Anton Kuzyk,A5024329973,Anton Kuzyk,exact
3941,Wei Chu,A5113178673,Wei Chu,exact
4134,Samuel Rufat,A5020082706,Samuel Rufat,exact
3163,Stephen Hansen,A5044176523,Stephen Hansen,exact
2965,Ondrej Pejcha,A5026263890,Ondřej Pejcha,exact
2807,Andreas Fischer,A5100206501,Andreas Fischer,exact
1220,Abel Garcia Pino,A5102866116,Abel Garcia‐Pino,exact
1829,Shuang Zhang,A5100321581,Shuang Zhang,exact
3897,Alexander Fidora,A5033704417,Alexander Fidora,exact
4093,Mark Ward,A5054821193,Mark Ward,exact
2816,Jia Min Chin,A5057969566,Jia Min Chin,exact
1276,Günter Mayer,A5095767480,Günter Mayer,exact
1325,Wojciech Samotij,A5026232768,Wojciech Samotij,exact
3354,Jochen Peter,A5103714169,Jochen Peter,exact
1452,Jia Chen,A5088694732,Jia Chen,exact
1114,Yin Chen,A5081500746,Yin Chen,exact
1350,Xin Li,A5108018526,Xin Li,exact
1637,Christian Müller,A5101420636,Christian Müller,exact
1271,Thorsten Stafforst,A5060717827,Thorsten Stafforst,exact
3298,Anne Rasmussen,A5115484273,Anne Rasmussen,exact
2589,David Phillips,A5105786696,David Phillips,exact
1641,Feng Gao,A5055150810,Feng Gao,exact
1622,Tong Li,A5057322001,Tong Li,exact
3583,Wouter Van Den Bos,A5054947147,Wouter van den Bos,exact
1323,Elisenda Feliu,A5054607776,Elisenda Feliu,exact
2151,Notburga Gierlinger,A5042267372,Notburga Gierlinger,exact
3922,Raul Carstocea,A5070859850,Raul Cârstocea,exact
1695,Quentin Glorieux,A5024990264,Quentin Glorieux,exact
2725,Petar Popovski,A5114539326,Petar Popovski,exact
1761,Maurizio Pierini,A5043215764,Maurizio Pierini,exact
3962,Sven Meeder,A5104813852,Sven Meeder,exact
3529,Martin Sokol,A5040533039,Martin Sokol,exact
3821,Michael Butter,A5099104652,Michael Butter,exact
3232,Matthijs Rooduijn,A5055817949,Matthijs Rooduijn,exact
1829,Shuang Zhang,A5079284289,Shuang Zhang,exact
535,Hiroshi Ito,A5044544721,Hiroshi Ito,exact
1602,Xuekun Lu,A5000724287,Xuekun Lu,exact
1465,Jan-Hendrik Hehemann,A5110617522,Jan Hendrik Hehemann,exact
1860,Christian Schneider,A5102121709,Christian Schneider,exact
1637,Christian Müller,A5104539482,Christian Müller,exact
1437,Ylona Van Dinther,A5049578276,Ylona Van Dinther,exact
752,Mark Wilson,A5013071904,Mark Wilson,exact
857,Christoph Bock,A5013759968,Christoph Bock,exact
3879,Katarzyna Marciniak,A5016295413,Katarzyna Marciniak,exact
73,Anja Groth,A5076432360,Anja Groth,exact
1470,Alexander Robinson,A5068152730,Alexander Robinson,exact
662,Jan Böttcher,A5104753711,Jan Böttcher,exact
133,Benedetta Bolognesi,A5103158481,Benedetta Bolognesi,exact
3161,Marek Pycia,A5001011963,Marek Pycia,exact
1350,Xin Li,A5100354006,Xin Li,exact
39,Chiara Ambrogio,A5018026415,Chiara Ambrogio,exact
1304,Gabor Szabo,A5114638399,Gábor Szabó,exact
4232, ,A5066107250,— —,exact
2719,Sebastian Sager,A5102453788,Sebastian Sager,exact
4224, ,A5066107250,— —,exact
1282, ,A5066107250,— —,exact
979, ,A5066107250,— —,exact
1622,Tong Li,A5040577078,tong li,exact
184,Benjamin Rowland,A5097389345,Benjamin Rowland,exact
622,Nachum Ulanovsky,A5066373325,Nachum Ulanovsky,exact
2503,Thomas Neumann,A5104481255,Thomas Neumann,exact
1350,Xin Li,A5093921031,Xin Li,exact
2589,David Phillips,A5105063974,David Phillips,exact
2048,Stefan Weber,A5110418619,Stefan Weber,exact
3687,Kenneth Smith,A5064116419,Kenneth Smith,exact
2715,Robert Huber,A5063495689,Robert Huber,exact
1350,Xin Li,A5100734823,Xin Li,exact
1448,Andreas Nilsson,A5047834365,Andreas Nilsson,exact
1168,Li Tang,A5016771977,Li Tang,exact
3347,Stefan Giljum,A5077501409,Stefan Giljum,exact
3386,Vinh-Kim Nguyen,A5104528658,Vinh-Kim Nguyen,exact
2408,Katrina Ligett,A5104771194,Katrina Ligett,exact
1350,Xin Li,A5105964907,Xin Li,exact
3371,Philip Howard,A5031730705,Philip Howard,exact
3119,Daniel Wilhelm,A5090267440,Daniel Wilhelm,exact
4103,Enrico Ronchi,A5112147376,Enrico Ronchi,exact
228,Eran Segal,A5012450539,Eran Segal,exact
2503,Thomas Neumann,A5037957858,Thomas Neumann,exact
1350,Xin Li,A5020449950,Xin Li,exact
956,Shy Shoham,A5028417315,Shy Shoham,exact
3285,Charles Wilson,A5023449212,Charles Wilson,exact
3847,Silvia Ferrara,A5089704921,Silvia Ferrara,exact
2676,Ming Cao,A5110237765,Ming Cao,exact
1890,Péter Makk,A5008130947,Péter Makk,exact
4021,Urs Matthias Zachmann,A5105201328,Urs Matthias Zachmann,exact
1883,Filipe Maia,A5103615554,Filipe Maia,exact
1350,Xin Li,A5100354074,Xin Li,exact
1602,Xuekun Lu,A5055683436,Xuekun Lu,exact
2030,Simon Olsson,A5022575407,Simon Olsson,exact
1637,Christian Müller,A5099008633,Christian Müller,exact
2715,Robert Huber,A5113600462,Robert Huber,exact
1179,Tomas Pluskal,A5096558976,tomas-pluskal,exact
1497,Alberto Vitale Brovarone,A5009989419,Alberto Vitale Brovarone,exact
2495,Yaron Lipman,A5039995559,Yaron Lipman,exact
1860,Christian Schneider,A5073803429,Christian Schneider,exact
3948,Jesper Larsson,A5008814794,Jesper Larsson,exact
113,Leandro Quadrana,A5059026378,Leandro Quadrana,exact
725,Jan-Willem Veening,A5021934828,Jan‐Willem Veening,exact
1350,Xin Li,A5100354085,Xin Li,exact
1637,Christian Müller,A5095910354,Christian Müller,exact
2466,Stefan Roth,A5113021118,Stefan Roth,exact
535,Hiroshi Ito,A5027079991,Hiroshi Ito,exact
3127,Andrew Rhodes,A5102546998,Andrew Rhodes,exact
3502,Martijn Oosterbaan,A5104713373,Martijn Oosterbaan,exact
4034,Leyla Dakhli,A5094158960,Leyla Dakhli,exact
3601,Michaël Peyrot,A5098314886,Michaël Peyrot,exact
3195,Marcin Kacperczyk,A5012056505,Marcin Kacperczyk,exact
1350,Xin Li,A5001468507,Xin Li,exact
3500,Jacob Copeman,A5094453396,Jacob Copeman,exact
2164,Jianting Ye,A5101199516,Jianting Ye,exact
1776,Alexander Schmidt,A5111000577,Alexander Schmidt,exact
3042,Kevin Heng,A5099718650,Kevin Heng,exact
3350,Panagiotis Delimatsis,A5027327104,Panagiotis Delimatsis,exact
3743,Victor Gysembergh,A5099564296,Victor Gysembergh,exact
1290,Katharina Schratz,A5027189972,Katharina Schratz,exact
2676,Ming Cao,A5100982101,Ming Cao,exact
1033,Laszlo Nagy,A5069123158,László Nagy,exact
1622,Tong Li,A5084636512,Tong Li,exact
1920,Vincent Jacques,A5075122850,Vincent Jacques,exact
1350,Xin Li,A5100353717,Xin Li,exact
1776,Alexander Schmidt,A5106298272,Alexander Schmidt,exact
1570,Sönke Zaehle,A5025734197,Sönke Zaehle,exact
2281,Ryan Gilmour,A5055680199,Ryan Gilmour,exact
4100,Emanuele Campiglio,A5107423226,Emanuele Campiglio,exact
2586,Per Augustsson,A5017299669,Per Augustsson,exact
1350,Xin Li,A5100353870,Xin Li,exact
2813,Wei Cao,A5101910619,Wei Cao,exact
4116,Beatriz Rodriguez Labajos,A5053084080,Beatriz Rodríguez‐Labajos,exact
1350,Xin Li,A5100353783,Xin Li,exact
2600,François Leo,A5073461329,François Léo,exact
3601,Michaël Peyrot,A5098619714,Michaël Peyrot,exact
1350,Xin Li,A5100609772,Xin Li,exact
1902,Ajit Srivastava,A5050940255,Ajit Srivastava,exact
3883,Nandini Das,A5079785385,Nandini Das,exact
2286,Giuseppe Battaglia,A5083505605,Giuseppe Battaglia,exact
3285,Charles Wilson,A5070315785,Charles Wilson,exact
1058,Fabien Burki,A5065497413,Fabien Burki,exact
3640,Iris Tatjana Kolassa,A5063783339,Iris‐Tatjana Kolassa,exact
3276,Markus Wagner,A5106261650,Markus Wagner,exact
3371,Philip Howard,A5112164732,Philip Howard,exact
734,David Sancho Madrid,A5003772177,David Sancho Madrid,exact
1350,Xin Li,A5100353885,Xin Li,exact
3279,Luis Simon,A5114004578,Luis Simón,exact
3186,Kalina Manova,A5113264418,Kalina Manova,exact
1207,Akane Kawamura,A5030456796,Akane Kawamura,exact
4232, ,A5104844421,— —,exact
4224, ,A5104844421,— —,exact
1282, ,A5104844421,— —,exact
979, ,A5104844421,— —,exact
2925,Cinzia Casiraghi,A5060778690,Cinzia Casiraghi,exact
1467,Mustafa Yucel,A5019606509,Mustafa Yücel,exact
1537,Vasileios Amoiridis,A5111038879,Vasileios Amoiridis,exact
1588,Anne Mangeney,A5113910058,Anne Mangeney,exact
677,Florian Schmidt,A5036459751,Florian Schmidt,exact
1179,Tomas Pluskal,A5114759632,Tomáš Pluskal,exact
3081,Kazuya Koyama,A5054467998,Kazuya Koyama,exact
2189,Guilhem Chaubet,A5064814898,Guilhem Chaubet,exact
2807,Andreas Fischer,A5002158981,Andreas Fischer,exact
2026,Chih-Jen Shih,A5104436378,Chih-Jen Shih,exact
3457,Seth Holmes,A5106266285,Seth Holmes,exact
2489,Libor Barto,A5071004419,Libor Barto,exact
4012,Naoise Mac Sweeney,A5098317632,Naoise Mac Sweeney,exact
2757,Alessio Gizzi,A5010210450,Alessio Gizzi,exact
2072,Andrew Baldwin,A5039563031,Andrew Baldwin,exact
1448,Andreas Nilsson,A5101768958,Andreas Nilsson,exact
3276,Markus Wagner,A5102230934,Markus Wagner,exact
2541,Carsten Lutz,A5098304236,Carsten Lutz,exact
3252,Jorge Fernandes,A5102654608,Jorge Fernandes,exact
2465,Michal Feldman,A5103282352,Michal Feldman,exact
2390,Michal Feldman,A5103282352,Michal Feldman,exact
2589,David Phillips,A5100519100,David Phillips,exact
1641,Feng Gao,A5113774205,Feng Gao,exact
2124,Annamaria Petrozza,A5040606158,Annamaria Petrozza,exact
50,Robert Ernst,A5027385934,Robert Ernst,exact
1086,Itzhak Mizrahi,A5088912364,Itzhak Mizrahi,exact
967,Craig Morgan,A5065643228,Craig Morgan,exact
1350,Xin Li,A5100931209,Xin Li,exact
669,Daniela Latorre,A5075565802,Daniela Latorre,exact
1641,Feng Gao,A5033051616,Feng Gao,exact
3347,Stefan Giljum,A5036854135,Stefan Giljum,exact
1350,Xin Li,A5100353803,Xin Li,exact
1350,Xin Li,A5100353776,Xin Li,exact
168,Tuncay Baubec,A5026968059,Tuncay Baubec,exact
2845,Michael De Volder,A5027615173,Michaël De Volder,exact
1168,Li Tang,A5101501118,Li Tang,exact
1308,Sergio Simonella,A5068602410,Sergio Simonella,exact
3752,Bernhard Bauer,A5074804368,Bernhard Bauer,exact
1168,Li Tang,A5110680315,Li Tang,exact
2676,Ming Cao,A5108699879,Ming Cao,exact
1307,Alberto Maspero,A5020823512,Alberto Maspero,exact
3876,Stijn Reijnders,A5024750843,Stijn Reijnders,exact
752,Mark Wilson,A5098827842,Mark Wilson,exact
1829,Shuang Zhang,A5017777659,Shuang zhang,exact
2409,Thomas Schneider,A5111198553,Thomas Schneider,exact
2029,Jian Cui,A5040783243,Jian Cui,exact
3892,Louise Bethlehem,A5037675099,Louise Bethlehem,exact
1637,Christian Müller,A5101089926,Christian Müller,exact
3615,Stefano Palminteri,A5028199267,Stefano Palminteri,exact
2497,Francisco Javier Cazorla Almeida,A5003496286,Francisco Javier Cazorla Almeida,exact
56,Alessandro Costa,A5044161688,Alessandro Costa,exact
3352,Clionadh Raleigh,A5098781619,Clionadh Raleigh,exact
2072,Andrew Baldwin,A5013418212,Andrew Baldwin,exact
2742,Qinghua Lei,A5085238022,Qinghua Lei,exact
737,Stefania Spano,A5056203171,Stefania Spanò,exact
3618,Clare Press,A5065860406,Clare Press,exact
1443,Eleni Anagnostou,A5067306886,Eleni Anagnostou,exact
3234,Brian Barry,A5046552397,Brian Barry,exact
3308,Andrew Futter,A5107607477,Andrew Futter,exact
3386,Vinh-Kim Nguyen,A5104568224,Vinh-Kim Nguyen,exact
2087,Kevin Pagel,A5007527719,Kevin Pagel,exact
2646,Marios Kountouris,A5088602155,Marios Kountouris,exact
804,Thomas Grünewald,A5018803840,Thomas Grünewald,exact
3687,Kenneth Smith,A5103028819,Kenneth Smith,exact
1243,Chris Barnes,A5018040610,Chris Barnes,exact
1641,Feng Gao,A5101638877,Feng Gao,exact
135,Lynn Vanhaecke,A5020489772,Lynn Vanhaecke,exact
2380,Rayna Dimitrova,A5038326245,Rayna Dimitrova,exact
1350,Xin Li,A5037156085,Xin Li,exact
2272,Nuno Silva,A5104353442,Nuno Silva,exact
1641,Feng Gao,A5100733996,Feng Gao,exact
1452,Jia Chen,A5044792344,Jia Chen,exact
3160,Ulrich Wagner,A5089763609,Ulrich Wagner,exact
335,James Turner,A5041178612,James Turner,exact
678,Leïla Perié,A5067746808,Leïla Perié,exact
577,Francesca Cacucci,A5099456220,Francesca Cacucci,exact
3877,Alicia Montoya,A5104925376,Alicia Montoya,exact
2824,Angela Madeo,A5002209126,Angela Madeo,exact
2274,David Mills,A5114071883,David Mills,exact
2985,Jaime De La Cruz Rodriguez,A5052621712,Jaime de la Cruz-Rodriguez,exact
1168,Li Tang,A5003614254,Li Tang,exact
1717,Lorenzo Bianchini,A5105890234,Lorenzo Bianchini,exact
3321,Benjamin Van Rooij,A5046979130,Benjamin van Rooij,exact
635,Aldo Genovesio,A5024235238,Aldo Genovesio,exact
1459,Daniel Herwartz,A5079423760,Daniel Herwartz,exact
3878,Erik Bähre,A5094467277,Erik Bähre,exact
2265,Matthew Gibson,A5114969323,Matthew Gibson,exact
1532,Appy Sluijs,A5039737037,Appy Sluijs,exact
632,Christoph Kayser,A5010335917,Christoph Kayser,exact
295,Sophie Janssens,A5056227167,Sophie Janssens,exact
3850,Jill Walker Rettberg,A5069492392,Jill Walker Rettberg,exact
1375,Mathieu Lewin,A5060310865,Mathieu Lewin,exact
3767,Hubert Feiglstorfer,A5104795683,Hubert Feiglstorfer,exact
2471,Ugo Dal Lago,A5084450516,Ugo Dal Lago,exact
3317,Niels Petersen,A5103115518,Niels Petersen,exact
1664,Franz Herzog,A5054539660,Franz Herzog,exact
3954,Ere Nokkala,A5019109542,Ere Nokkala,exact
1512,Laurent Remusat,A5073103760,Laurent Rémusat,exact
1641,Feng Gao,A5101133443,Feng Gao,exact
2346,Sven Schneider,A5108819535,Sven Schneider,exact
953,Frederic Amant,A5023783658,Frédéric Amant,exact
106,Massimo Lopes,A5019206750,Massimo Lopes,exact
2815,Ludovic Chamoin,A5066792673,Ludovic Chamoin,exact
1418,Velle Toll,A5114438562,Velle Toll,exact
2813,Wei Cao,A5100625019,Wei Cao,exact
969,Jonas Larsson,A5005215298,Jonas Larsson,exact
2409,Thomas Schneider,A5055739141,Thomas Schneider,exact
360,Benoit Chassaing,A5053821596,BENOIT CHASSAING,exact
2090,Claire Wilhelm,A5107822439,Claire Wilhelm,exact
193,Martin Beck,A5092304111,Martin Beck,exact
1995,Claire Wilhelm,A5107822439,Claire Wilhelm,exact
2676,Ming Cao,A5102798953,Ming Cao,exact
798,Michael White,A5093385236,Michael White,exact
2272,Nuno Silva,A5056676143,Nuno Silva,exact
1277,Kris Verheyen,A5059450771,Kris Verheyen,exact
2632,Fei Ding,A5104883461,Fei Ding,exact
1987,Tobias Kampfrath,A5024467226,Tobias Kampfrath,exact
2855,Raul Bermejo,A5072317279,Raúl Bermejo,exact
1518,Michael Sigl,A5065799656,Michael Sigl,exact
1641,Feng Gao,A5084125926,Feng Gao,exact
1452,Jia Chen,A5034025735,Jia-Chen,exact
879,Jenny Myers,A5000542978,Jenny Myers,exact
1350,Xin Li,A5004434642,Xin Li,exact
1350,Xin Li,A5100353812,Xin Li,exact
160,Jop Kind,A5026129057,Jop Kind,exact
1637,Christian Müller,A5111549170,Christian Müller,exact
1417,Tristan Biard,A5112733910,Tristan Biard,exact
236,Yitzhak Pilpel,A5005581639,Yitzhak Pilpel,exact
752,Mark Wilson,A5005917049,Mark Wilson,exact
2029,Jian Cui,A5112328082,Jian Cui,exact
1776,Alexander Schmidt,A5099600054,Alexander Schmidt,exact
2256,Martín Fañanás-Mastral,A5024147412,Martín Fañanás‐Mastral,exact
2409,Thomas Schneider,A5111994656,Thomas Schneider,exact
3550,John Mansfield,A5010474953,John Mansfield,exact
1350,Xin Li,A5100612398,Xin Li,exact
983,Ronit Satchi-Fainaro,A5061202040,Ronit Satchi‐Fainaro,exact
2797,Philip Cardiff,A5114113999,Philip Cardiff,exact
893,Yolanda Prezado Alonso,A5030253083,Yolanda Prezado Alonso,exact
3817,Valentina Arena,A5001754739,Valentina Arena,exact
1306,Andrea Seppi,A5048852896,Andrea Seppi,exact
2062,Frank Biedermann,A5081774854,Frank Biedermann,exact
1717,Lorenzo Bianchini,A5106542701,Lorenzo Bianchini,exact
1467,Mustafa Yucel,A5030859729,Mustafa YÜCEL,exact
3778,Marieke Van Erp,A5072750611,Marieke van Erp,exact
3547,Lars Meyer,A5109197029,Lars Meyer,exact
1452,Jia Chen,A5101326837,Jia Chen,exact
3365,Nicola Mai,A5099681964,Nicola Mai,exact
3258,Sarah Eaton,A5109581447,Sarah Eaton,exact
651,Olivier David,A5018360860,Olivier David,exact
1578,Diego Perugini,A5104002320,Diego Perugini,exact
804,Thomas Grünewald,A5112634135,Thomas Grünewald,exact
4189,Michael Karl Köhl,A5007305674,Michael Karl Köhl,exact
1848,Michael Karl Köhl,A5007305674,Michael Karl Köhl,exact
2609,Marian Verhelst,A5012150553,Marian Verhelst,exact
2814,Ignazio Maria Viola,A5041519952,Ignazio Maria Viola,exact
2823,Inga Berre,A5023075206,Inga Berre,exact
204,Nuria Lopez Bigas,A5057300983,Núria López-Bigas,exact
