rid,aus_name,authorid,sci_name,match_type
1496,Qing Li,A5094084213,Qing Li,exact
192,Liang Zheng,A5023115312,Liang Zheng,exact
1154,Bo Li,A5101668872,Bo Li,exact
831,Ying Zhang,A5059426046,Ying Zhang,exact
279,Chang Xu,A5049762372,Chang Xu,exact
248,Min Hong,A5089177304,Min Hong,exact
1026,Zhou Zhang,A5101316232,Zhou Zhang,exact
419,Li Wei,A5110380416,Li Wei,exact
1753,Dan Li,A5108120312,Dan Li,exact
831,Ying Zhang,A5100386034,Ying Zhang,exact
240,Yang Liu,A5021736591,Yang Liu,exact
929,Jiayu Wen,A5030538458,Jiayu Wen,exact
1242,David Wood,A5102969120,David Wood,exact
1313,Hui Hu,A5085325832,Hui-Hu,exact
1702,Christopher Blake,A5031870215,Christopher Blake,exact
1443,Seok-Hee Hong,A5016094802,Seok Hee Hong,exact
103,Jun Zhang,A5048805152,Jun Zhang,exact
984,Ina Bornkessel-Schlesewsky,A5052438928,Ina Bornkessel Schlesewsky,exact
240,Yang Liu,A5105988330,Yang Liu,exact
369,Jun Huang,A5101550578,Jun Huang,exact
1982,Yuan Feng,A5096219659,Yuan-Feng,exact
693,Jun Li,A5105528455,Jun Li,exact
123,Jun Li,A5105528455,Jun Li,exact
1432,Jennifer Corrin,A5095864813,Jennifer Corrin,exact
720,Dong Xu,A5029459507,Dong Xu,exact
1601,Rui Zhang,A5100421994,Rui Zhang,exact
38,Zuduo Zheng,A5000972645,Zuduo Zheng,exact
1924,Yun Liu,A5115597225,Yun Liu,exact
1215,Guy Williams,A5110057512,Guy Williams,exact
491,Paul Evans,A5031623850,Paul Evans,exact
1708,Haibo Yu,A5068063995,Haibo Yu,exact
272,Yanjun Zhou,A5065346031,Yanjun Zhou,exact
1935,Kerrie Wilson,A5013370422,Kerrie Wilson,exact
419,Li Wei,A5066797903,Li Wei,exact
189,Chen Li,A5100369825,Chen Li,exact
136,Min Xu,A5109488337,Min Xu,exact
1026,Zhou Zhang,A5100585595,Zhou Zhang,exact
1601,Rui Zhang,A5100422186,Rui Zhang,exact
621,Yang Song,A5100688427,Yang Song,exact
87,Gang Li,A5100438680,Gang Li,exact
240,Yang Liu,A5103157104,Yang Liu,exact
1892,Christopher Wright,A5109566140,Christopher Wright,exact
921,Yuan Chen,A5100400908,Yuan Chen,exact
240,Yang Liu,A5103147775,Yang Liu,exact
693,Jun Li,A5100361747,Jun Li,exact
621,Yang Song,A5024708189,Yang Song,exact
279,Chang Xu,A5101055166,Chang Xu,exact
123,Jun Li,A5100361747,Jun Li,exact
89,Xin Cao,A5111392097,Xin Cao,exact
103,Jun Zhang,A5092476415,Jun Zhang,exact
2000,Jian Li,A5104328453,Jian Li,exact
1215,Guy Williams,A5042979019,Guy Williams,exact
447,Meghan Miller,A5107786101,Meghan Miller,exact
62,Haoran Ren,A5028737557,Haoran Ren,exact
693,Jun Li,A5100362145,Jun Li,exact
123,Jun Li,A5100362145,Jun Li,exact
800,Hao Liu,A5100458762,Hao Liu,exact
1060,Mark Kelly,A5087760431,Mark Kelly,exact
886,Michael McDonald,A5045952071,Michael McDonald,exact
1857,Helen MacDonald,A5055535167,Helen Macdonald,exact
240,Yang Liu,A5021783884,Yang Liu,exact
103,Jun Zhang,A5100433057,Jun Zhang,exact
2153,Mark Parsons,A5112339063,Mark Parsons,exact
2014,Brett Collins,A5091805278,Brett Collins,exact
2038,Martin Thomas,A5064834799,Martin Thomas,exact
693,Jun Li,A5100361718,Jun Li,exact
123,Jun Li,A5100361718,Jun Li,exact
150,Christopher Baker,A5006600202,Christopher Baker,exact
136,Min Xu,A5044340969,Min Xu,exact
231,Yi Liu,A5099846865,Yi Liu,exact
1924,Yun Liu,A5100321926,Yun Liu,exact
1711,Jason Evans,A5022334046,Jason Evans,exact
1230,Lee Arnold,A5002618238,Lee Arnold,exact
576,Lu Qin,A5024827522,Lu-qin,exact
981,Mark Byron,A5023917509,Mark Byron,exact
2215,Thomas Reuter,A5034536413,Thomas Reuter,exact
1924,Yun Liu,A5100321932,Yun Liu,exact
240,Yang Liu,A5100355915,Yang Liu,exact
494,Kim Scott,A5111214425,Kim Scott,exact
2000,Jian Li,A5100402485,Jian Li,exact
420,Wanli Ouyang,A5087818121,Wanli Ouyang,exact
800,Hao Liu,A5113282108,Hao Liu,exact
1162,Yanbo Wang,A5034318848,Yanbo Wang,exact
1601,Rui Zhang,A5100422132,Rui Zhang,exact
216,Jin Zhang,A5078943947,Jin Zhang,exact
1600,Tong Lin,A5034698733,Tong Lin,exact
569,Yuting Zhang,A5027315188,Yuting Zhang,exact
87,Gang Li,A5105842779,Gang Li,exact
173,Nana Wang,A5084275214,Nana Wang,exact
1940,Michael Kearney,A5014074033,Michael Kearney,exact
1208,Steven Bozinovski,A5042638562,Steven Bozinovski,exact
983,Adam Clulow,A5003300261,Adam Clulow,exact
1726,Todd Mitchell,A5082703303,Todd Mitchell,exact
1982,Yuan Feng,A5110373574,Yuan Feng,exact
240,Yang Liu,A5101919621,Yang Liu,exact
272,Yanjun Zhou,A5101664288,Yanjun Zhou,exact
231,Yi Liu,A5100330437,Yi Liu,exact
240,Yang Liu,A5101909227,Yang Liu,exact
248,Min Hong,A5103579138,Min Hong,exact
2179,Andrew Hassell,A5011098037,Andrew Hassell,exact
599,Michael Wheeler,A5100468155,Michael Wheeler,exact
1676,Han Huang,A5023640333,Han Huang,exact
764,Ziqi Sun,A5110853086,Ziqi Sun,exact
1600,Tong Lin,A5113170279,Tong Lin,exact
87,Gang Li,A5100438634,Gang Li,exact
103,Jun Zhang,A5072851673,Jun Zhang,exact
1276,Nigel Jones,A5006466814,Nigel Jones,exact
234,JIA WANG,A5100404638,Jia Wang,exact
831,Ying Zhang,A5083525221,Ying Zhang,exact
240,Yang Liu,A5101565870,Yang Liu,exact
2110,Kirill Alexandrov,A5060924890,Kirill Alexandrov,exact
573,Dan Liu,A5100326879,Dan Liu,exact
429,Darryl Jones,A5051742245,Darryl Jones,exact
103,Jun Zhang,A5054802810,Jun Zhang,exact
216,Jin Zhang,A5100405965,Jin Zhang,exact
1385,Andrew Mitchell,A5035450339,Andrew Mitchell,exact
528,Barry Thompson,A5111019252,Barry Thompson,exact
1601,Rui Zhang,A5100422052,Rui Zhang,exact
87,Gang Li,A5043370268,Gang Li,exact
234,JIA WANG,A5042489379,Jia Wang,exact
1980,Justin Harris,A5067300574,Justin Harris,exact
2204,Jie Zhang,A5104895121,Jie Zhang,exact
240,Yang Liu,A5104360912,Yang Liu,exact
369,Jun Huang,A5020146420,Jun Huang,exact
179,Dalia Nassar,A5025338382,Dalia Nassar,exact
1154,Bo Li,A5100641022,Bo Li,exact
1601,Rui Zhang,A5057580853,Rui Zhang,exact
1979,Felicity Baker,A5031653225,Felicity Baker,exact
1484,Tao Liu,A5115547259,Tao Liu,exact
189,Chen Li,A5100369914,Chen Li,exact
240,Yang Liu,A5088963844,Yang Liu,exact
873,Song Yao,A5047962161,Song Yao,exact
218,Ling Chen,A5100411083,Ling Chen,exact
840,Jianhua Guo,A5100684260,Jianhua Guo,exact
1022,Simon Butt,A5113460872,Simon Butt,exact
1154,Bo Li,A5013658892,Bo Li,exact
873,Song Yao,A5033297354,Song Yao,exact
290,Jonathan Tyler,A5027339964,Jonathan Tyler,exact
1753,Dan Li,A5100380816,Dan Li,exact
1162,Yanbo Wang,A5100452572,Yanbo Wang,exact
324,Zhe Liu,A5115595442,Zhe Liu,exact
1601,Rui Zhang,A5100422061,Rui Zhang,exact
619,Guo Chen,A5100953655,Guo Chen,exact
840,Jianhua Guo,A5108146665,Jianhua Guo,exact
1484,Tao Liu,A5011945239,Tao Liu,exact
1154,Bo Li,A5103695758,Bo Li,exact
103,Jun Zhang,A5103055360,Jun Zhang,exact
693,Jun Li,A5100674767,Jun Li,exact
123,Jun Li,A5100674767,Jun Li,exact
1496,Qing Li,A5100404183,Qing Li,exact
532,Qilin Wang,A5095103997,Qilin Wang,exact
569,Yuting Zhang,A5113377632,Yuting Zhang,exact
1361,Dacheng Tao,A5096229778,Dacheng Tao,exact
87,Gang Li,A5100761999,Gang Li,exact
492,Zhi Li,A5106585283,Zhi Li,exact
298,Christian Schwab,A5102733220,Christian Schwab,exact
800,Hao Liu,A5063746958,Hao Liu,exact
240,Yang Liu,A5114733795,Yang Liu,exact
218,Ling Chen,A5046765637,Ling CHEN,exact
87,Gang Li,A5101853382,Gang Li,exact
240,Yang Liu,A5100356055,Yang Liu,exact
706,Yvonne Wong,A5092292278,Yvonne Wong,exact
324,Zhe Liu,A5100462396,Zhe Liu,exact
693,Jun Li,A5100362039,Jun Li,exact
123,Jun Li,A5100362039,Jun Li,exact
183,Tanya Latty,A5051345411,Tanya Latty,exact
831,Ying Zhang,A5100386171,Ying Zhang,exact
1430,Jason Potts,A5091938158,Jason Potts,exact
573,Dan Liu,A5080419142,Dan Liu,exact
1436,Hongxia Wang,A5014449707,hongxia Wang,exact
1432,Jennifer Corrin,A5099649166,Jennifer Corrin,exact
227,Jingrun Ran,A5088778869,Jingrun Ran,exact
278,Andrew Phillips,A5004174170,Andrew Phillips,exact
190,Andrew Phillips,A5004174170,Andrew Phillips,exact
1924,Yun Liu,A5100321923,Yun Liu,exact
103,Jun Zhang,A5100786478,Jun Zhang,exact
693,Jun Li,A5101578668,Jun Li,exact
123,Jun Li,A5101578668,Jun Li,exact
240,Yang Liu,A5100355819,Yang Liu,exact
1892,Christopher Wright,A5114627559,Christopher Wright,exact
1239,Javier Alvarez-Mon,A5089767042,Javier Alvarez-mon,exact
729,Michael Murphy,A5102049688,Michael Murphy,exact
103,Jun Zhang,A5092016864,Jun Zhang,exact
1964,Krasimir Vasilev,A5053551404,Krasimir Vasilev,exact
240,Yang Liu,A5009436242,Yang Liu,exact
1488,Simon Avenell,A5099105109,Simon Avenell,exact
189,Chen Li,A5092231805,Chen Li,exact
240,Yang Liu,A5012540252,Yang Liu,exact
693,Jun Li,A5014189908,Jun Li,exact
1970,Michael Brown,A5087038814,Michael Brown,exact
123,Jun Li,A5014189908,Jun Li,exact
416,Douglas Guilfoyle,A5112429792,Douglas Guilfoyle,exact
2204,Jie Zhang,A5103164218,Jie Zhang,exact
2000,Jian Li,A5101534107,Jian Li,exact
2204,Jie Zhang,A5097812943,Jie Zhang,exact
1019,Tim Bayne,A5005415722,Tim Bayne,exact
1484,Tao Liu,A5100606811,Tao Liu,exact
1753,Dan Li,A5034098937,Dan Li,exact
1055,Zhi-Yong Li,A5111844951,Zhi-Yong Li,exact
102,Xu Huang,A5103665515,Xu Huang,exact
240,Yang Liu,A5101945671,Yang Liu,exact
1753,Dan Li,A5102747785,Dan Li,exact
1484,Tao Liu,A5051179010,Tao Liu,exact
189,Chen Li,A5100369858,Chen Li,exact
800,Hao Liu,A5100458787,Hao Liu,exact
103,Jun Zhang,A5027533883,Jun Zhang,exact
1154,Bo Li,A5100604098,Bo Li,exact
1957,David Coward,A5098285736,David Coward,exact
840,Jianhua Guo,A5101678843,Jianhua Guo,exact
1771,Robert Horvath,A5080861242,Róbert Horváth,exact
1753,Dan Li,A5100380677,Dan Li,exact
831,Ying Zhang,A5100656784,Ying Zhang,exact
240,Yang Liu,A5100594602,Yang Liu,exact
1342,Matthew Hill,A5110687485,Matthew Hill,exact
438,Amanda Johnson,A5029713436,Amanda Johnson,exact
240,Yang Liu,A5100356118,Yang Liu,exact
1924,Yun Liu,A5091453818,Yun Liu,exact
1600,Tong Lin,A5065831205,Tong Lin,exact
831,Ying Zhang,A5077530835,Ying Zhang,exact
1753,Dan Li,A5079871255,Dan Li,exact
189,Chen Li,A5092336715,Chen Li,exact
831,Ying Zhang,A5101895990,Ying Zhang,exact
786,Yi Du,A5070005924,Yi Du,exact
1501,Chunhua Shen,A5006294869,Chunhua Shen,exact
136,Min Xu,A5109297982,Min Xu,exact
216,Jin Zhang,A5100406026,Jin Zhang,exact
2000,Jian Li,A5102875839,Jian Li,exact
1040,Robbie Wilson,A5050793027,Robbie Wilson,exact
693,Jun Li,A5100678949,Jun Li,exact
1496,Qing Li,A5038233615,Qing Li,exact
123,Jun Li,A5100678949,Jun Li,exact
11,David Byrne,A5103104941,David Byrne,exact
15,Anne Thomas,A5102045487,Anne Thomas,exact
364,Bing Sun,A5009972767,Bing Sun,exact
231,Yi Liu,A5100330486,Yi Liu,exact
87,Gang Li,A5038858976,Gang Li,exact
1368,Xiaolin Wang,A5062307596,Xiaolin Wang,exact
324,Zhe Liu,A5101027489,Zhe Liu,exact
1368,Xiaolin Wang,A5100395130,Xiaolin Wang,exact
1713,Cordelia Fine,A5102890441,Cordelia Fine,exact
1100,Daniel Gomez,A5050966148,Daniel Gómez,exact
240,Yang Liu,A5016852558,Yang Liu,exact
324,Zhe Liu,A5102851045,Zhe Liu,exact
231,Yi Liu,A5070549693,Yi Liu,exact
1601,Rui Zhang,A5055893466,Rui Zhang,exact
275,Xiaoguang Duan,A5102671094,xiaoguang duan,exact
1496,Qing Li,A5100404132,Qing Li,exact
6,Lina Yao,A5051292075,Lina Yao,exact
240,Yang Liu,A5100646408,Yang Liu,exact
231,Yi Liu,A5101790963,Yi Liu,exact
216,Jin Zhang,A5101054667,Jin Zhang,exact
240,Yang Liu,A5100355922,Yang Liu,exact
167,Daniel Bennett,A5027904246,Daniel Bennett,exact
189,Chen Li,A5100369757,Chen Li,exact
429,Darryl Jones,A5098557339,Darryl Jones,exact
693,Jun Li,A5100361766,Jun Li,exact
123,Jun Li,A5100361766,Jun Li,exact
240,Yang Liu,A5018418152,Yang Liu,exact
240,Yang Liu,A5100356197,Yang Liu,exact
21,Maté Biro,A5072078340,Maté Biro,exact
1029,Hui Feng,A5110532230,Hui Feng,exact
2032,Colin Smith,A5097431809,Colin Smith,exact
2019,Anne Richards,A5016950396,Anne Richards,exact
1593,Min Chen,A5107866782,Min Chen,exact
189,Chen Li,A5092170795,Chen Li,exact
831,Ying Zhang,A5100386119,Ying Zhang,exact
240,Yang Liu,A5034867222,Yang Liu,exact
693,Jun Li,A5086468661,Jun Li,exact
123,Jun Li,A5086468661,Jun Li,exact
130,Xi Zheng,A5102127179,Xi Zheng,exact
2204,Jie Zhang,A5108682458,Jie Zhang,exact
621,Yang Song,A5103000781,Yang Song,exact
1507,Xuehua Zhang,A5054684847,Xuehua Zhang,exact
240,Yang Liu,A5100355960,Yang Liu,exact
231,Yi Liu,A5037124182,Yi Liu,exact
1388,Killugudi Swaminatha-Iyer,A5113884574,Killugudi Swaminatha Iyer,exact
2000,Jian Li,A5100402421,Jian Li,exact
240,Yang Liu,A5104201904,Yang Liu,exact
2204,Jie Zhang,A5100694691,Jie Zhang,exact
1958,Regina Ganter,A5097460473,Regina Ganter,exact
693,Jun Li,A5035227469,Jun Li,exact
123,Jun Li,A5035227469,Jun Li,exact
234,JIA WANG,A5103156881,Jia Wang,exact
2204,Jie Zhang,A5100640088,Jie Zhang,exact
231,Yi Liu,A5035513511,Yi Liu,exact
899,Bernhard Müller,A5104537519,Bernhard Müller,exact
1982,Yuan Feng,A5101236547,Yuan Feng,exact
2204,Jie Zhang,A5100436850,Jie Zhang,exact
1368,Xiaolin Wang,A5052259761,xiaolin wang,exact
87,Gang Li,A5100438676,Gang Li,exact
621,Yang Song,A5058813761,Yang Song,exact
2149,Chengzhong Yu,A5009277202,Chengzhong Yu,exact
1614,James Bailey,A5055809089,James Bailey,exact
1645,Jennifer Lewis,A5000324692,JENNIFER LEWIS,exact
831,Ying Zhang,A5111361178,Ying Zhang,exact
1677,Sanming Zhou,A5077967587,Sanming Zhou,exact
619,Guo Chen,A5100704218,Guo Chen,exact
104,Gianluca Demartini,A5102410136,Gianluca Demartini,exact
1601,Rui Zhang,A5106445229,Rui Zhang,exact
1403,STAVROS SELEMIDIS,A5047909615,Stavros Selemidis,exact
103,Jun Zhang,A5100672796,Jun Zhang,exact
1154,Bo Li,A5100732653,Bo Li,exact
1601,Rui Zhang,A5034937978,Rui Zhang,exact
231,Yi Liu,A5000371319,Yi Liu,exact
728,Jian Yang,A5112093223,Jian Yang,exact
1600,Tong Lin,A5051215033,Tong Lin,exact
324,Zhe Liu,A5077284560,Zhe LIU,exact
1769,Richard Collins,A5044847229,Richard Collins,exact
2182,Chengrong Chen,A5048024158,chengrong chen,exact
1368,Xiaolin Wang,A5102759569,Xiaolin Wang,exact
419,Li Wei,A5103656398,Li Wei,exact
2000,Jian Li,A5100402616,Jian Li,exact
240,Yang Liu,A5101266902,Yang Liu,exact
442,CHI CHENG,A5076620503,Chi-Cheng,exact
492,Zhi Li,A5100382248,Zhi Li,exact
419,Li Wei,A5100342621,Li Wei,exact
937,Rico Tabor,A5085614403,Rico Tabor,exact
1333,David Evans,A5113228506,David Evans,exact
1062,Belinda Hewitt,A5079817204,Belinda Hewitt,exact
1793,Daniel Murphy,A5003161119,Daniel Murphy,exact
795,Alyson Ashe,A5012250175,Alyson Ashe,exact
1858,Evan Moore,A5009845177,Evan Moore,exact
1154,Bo Li,A5100374460,Bo Li,exact
1472,David Turner,A5104731661,David Turner,exact
800,Hao Liu,A5102870214,Hao Liu,exact
369,Jun Huang,A5068881648,Jun Huang,exact
573,Dan Liu,A5103080216,Dan Liu,exact
1593,Min Chen,A5102800582,Min Chen,exact
1724,Andrew Lowe,A5112095821,Andrew Lowe,exact
189,Chen Li,A5091966163,Chen Li,exact
87,Gang Li,A5040465875,Gang Li,exact
569,Yuting Zhang,A5100451835,Yuting Zhang,exact
387,Sarina Sarina,A5026549276,Sarina sarina,exact
800,Hao Liu,A5033271438,Hao Liu,exact
492,Zhi Li,A5103325652,Zhi Li,exact
279,Chang Xu,A5100590793,Chang XU,exact
453,Nicholas White,A5106983174,Nicholas White,exact
1753,Dan Li,A5100607937,Dan Li,exact
2000,Jian Li,A5100402611,Jian Li,exact
1154,Bo Li,A5100705285,Bo Li,exact
1627,Andrew Millar,A5083109179,Andrew Millar,exact
1162,Yanbo Wang,A5080002851,Yanbo Wang,exact
1029,Hui Feng,A5111179692,Hui Feng,exact
1154,Bo Li,A5109810682,Bo Li,exact
1594,Patrick Baker,A5097397428,Patrick Baker,exact
1579,Ross Young,A5034581326,Ross Young,exact
1496,Qing Li,A5088913484,Qing Li,exact
2000,Jian Li,A5100402484,Jian Li,exact
1251,Axel Bruns,A5092300546,Axel Bruns,exact
1154,Bo Li,A5100346961,Bo Li,exact
1769,Richard Collins,A5100699495,Richard Collins,exact
240,Yang Liu,A5033745753,Yang Liu,exact
1318,Amanda Ellis,A5046327212,Amanda Ellis,exact
34,Katarzyna Koltowska,A5057751537,Katarzyna Koltowska,exact
136,Min Xu,A5100651042,Min Xu,exact
103,Jun Zhang,A5108033203,Jun Zhang,exact
1340,Stefanie Becker,A5085954168,Stefanie Becker,exact
1957,David Coward,A5097457308,David Coward,exact
729,Michael Murphy,A5015415874,Michael Murphy,exact
584,Allan McRae,A5101105351,Allan McRae,exact
749,Qiang Fu,A5030725337,Qiang Fu,exact
921,Yuan Chen,A5101453558,Yuan Chen,exact
1046,Jonathan Adams,A5077591175,Jonathan Adams,exact
234,JIA WANG,A5025921778,Jia Wang,exact
720,Dong Xu,A5101714161,Dong Xu,exact
1631,David Lupton,A5085677400,David Lupton,exact
2008,Zongping Shao,A5111288649,Zongping Shao,exact
1154,Bo Li,A5112918566,Bo Li,exact
921,Yuan Chen,A5101635843,Yuan Chen,exact
475,Joseph Richardson,A5102508968,Joseph Richardson,exact
1022,Simon Butt,A5097396921,Simon Butt,exact
240,Yang Liu,A5100356073,Yang Liu,exact
218,Ling Chen,A5100411129,Ling Chen,exact
1276,Nigel Jones,A5061394781,Nigel Jones,exact
1137,Jimin Yu,A5014069622,Jimin Yu,exact
465,Xiwang Zhang,A5038750020,Xiwang Zhang,exact
2019,Anne Richards,A5102260515,Anne Richards,exact
87,Gang Li,A5096873205,Gang Li,exact
1484,Tao Liu,A5101970529,Tao Liu,exact
1676,Han Huang,A5100709581,Han Huang,exact
136,Min Xu,A5080222621,Min Xu,exact
1484,Tao Liu,A5115595503,Tao Liu,exact
2038,Martin Thomas,A5104891850,Martin Thomas,exact
189,Chen Li,A5100369766,Chen Li,exact
831,Ying Zhang,A5101367539,Ying Zhang,exact
2212,Geoffrey Clark,A5110391031,Geoffrey Clark,exact
492,Zhi Li,A5101450738,Zhi Li,exact
1679,Lan Fu,A5113866226,Lan Fu,exact
2031,Alan Cooper,A5099238417,Alan Cooper,exact
240,Yang Liu,A5100355822,Yang Liu,exact
1711,Jason Evans,A5072238331,Jason Evans,exact
231,Yi Liu,A5103906791,Yi Liu,exact
1601,Rui Zhang,A5100422119,Rui Zhang,exact
728,Jian Yang,A5110592479,Jian Yang,exact
1049,Shujun Zhang,A5100615535,Shujun Zhang,exact
831,Ying Zhang,A5100386150,Ying Zhang,exact
135,Andrew King,A5104595958,Andrew King,exact
534,Bin Luo,A5101911972,Bin Luo,exact
103,Jun Zhang,A5069439085,JUN ZHANG,exact
231,Yi Liu,A5103278706,Yi Liu,exact
806,Daniel Harris,A5082817498,Daniel Harris,exact
240,Yang Liu,A5102896816,Yang Liu,exact
1639,Jung Ho Kim,A5078055344,Jung-Ho Kim,exact
231,Yi Liu,A5100330516,Yi Liu,exact
218,Ling Chen,A5102676791,Ling Chen,exact
240,Yang Liu,A5101358936,Yang Liu,exact
279,Chang Xu,A5114033894,Chang Xu,exact
189,Chen Li,A5092446281,Chen Li,exact
729,Michael Murphy,A5100855627,Michael Murphy,exact
492,Zhi Li,A5083374657,Zhi Li,exact
240,Yang Liu,A5111243239,Yang Liu,exact
6,Lina Yao,A5100595350,Lina Yao,exact
248,Min Hong,A5054884791,Min Hong,exact
231,Yi Liu,A5017859300,Yi Liu,exact
1154,Bo Li,A5100374486,Bo Li,exact
1753,Dan Li,A5100380673,Dan Li,exact
1001,Julie Kalman,A5008194410,Julie Kalman,exact
103,Jun Zhang,A5100701828,Jun Zhang,exact
1802,Dagmar Wilhelm,A5088658266,Dagmar Wilhelm,exact
231,Yi Liu,A5111177416,Yi Liu,exact
1601,Rui Zhang,A5101795612,Rui Zhang,exact
1368,Xiaolin Wang,A5061717251,xiaolin Wang,exact
134,Xiaoshan Lin,A5100967723,Xiaoshan LIN,exact
135,Andrew King,A5112195659,Andrew King,exact
2204,Jie Zhang,A5108049875,Jie Zhang,exact
971,Sarah Wright,A5101572747,Sarah Wright,exact
240,Yang Liu,A5031794405,Yang Liu,exact
218,Ling Chen,A5044884773,Ling Chen,exact
575,Dana Kulic,A5072377971,Dana Kulić,exact
492,Zhi Li,A5104225833,Zhi Li,exact
326,Charles Cox,A5110007120,Charles Cox,exact
95,Lan Nguyen,A5112415224,Lan Nguyen,exact
2020,Vera Mackie,A5012271192,Vera Mackie,exact
2204,Jie Zhang,A5059376492,Jie Zhang,exact
492,Zhi Li,A5100756461,Zhi Li,exact
1745,Douglas Kahn,A5114955262,Douglas Kahn,exact
343,Jee Hyun Kim,A5108759176,Jee Hyun Kim,exact
492,Zhi Li,A5100382315,Zhi Li,exact
240,Yang Liu,A5083718325,Yang Liu,exact
509,Jonathan Rhodes,A5088813300,Jonathan Rhodes,exact
1070,Heather Lovell,A5086895233,Heather Lovell,exact
87,Gang Li,A5101695440,Gang Li,exact
1297,Gerard Goggin,A5092960380,Gerard Goggin,exact
1154,Bo Li,A5044237858,Bo Li,exact
1601,Rui Zhang,A5110365738,Rui Zhang,exact
103,Jun Zhang,A5100645964,Jun Zhang,exact
1984,James Murphy,A5038997698,James Murphy,exact
87,Gang Li,A5066392622,Gang Li,exact
103,Jun Zhang,A5100433227,Jun Zhang,exact
1753,Dan Li,A5100380821,Dan Li,exact
2032,Colin Smith,A5103424742,Colin Smith,exact
103,Jun Zhang,A5100433290,Jun Zhang,exact
2204,Jie Zhang,A5100436744,Jie Zhang,exact
1657,Ross Thompson,A5001127735,Ross Thompson,exact
234,JIA WANG,A5100729817,Jia Wang,exact
835,John Moses,A5110359436,John Moses,exact
523,Peter Kim,A5100672886,Peter Kim,exact
693,Jun Li,A5100361629,Jun Li,exact
123,Jun Li,A5100361629,Jun Li,exact
240,Yang Liu,A5110953368,Yang Liu,exact
1449,Shaomin Liu,A5071748232,ShaoMin LIU,exact
729,Michael Murphy,A5109394107,Michael Murphy,exact
2000,Jian Li,A5100402605,Jian Li,exact
442,CHI CHENG,A5102315494,Chi Cheng,exact
1154,Bo Li,A5100374493,Bo Li,exact
693,Jun Li,A5044729041,Jun Li,exact
123,Jun Li,A5044729041,Jun Li,exact
189,Chen Li,A5100369889,Chen Li,exact
1541,Sebastien Perrier,A5000455778,Sebastien Perrier,exact
1564,Clare Hawkins,A5026876595,Clare Hawkins,exact
102,Xu Huang,A5101557796,Xu Huang,exact
1819,Tomasz Kowalski,A5082678919,Tomasz Kowalski,exact
1593,Min Chen,A5000801953,Min Chen,exact
1636,Sarah Spencer,A5023333571,Sarah Spencer,exact
1154,Bo Li,A5000443792,Bo Li,exact
1768,Michael Smith,A5067791133,Michael Smith,exact
1331,Paul Donnelly,A5103134888,Paul Donnelly,exact
1982,Yuan Feng,A5008815723,Yuan Feng,exact
1496,Qing Li,A5087321036,Qing Li,exact
1368,Xiaolin Wang,A5102024935,Xiaolin Wang,exact
728,Jian Yang,A5100628536,Jian Yang,exact
627,Lisa Ford,A5059039763,Lisa Ford,exact
189,Chen Li,A5100369848,Chen Li,exact
2000,Jian Li,A5038033904,Jian Li,exact
240,Yang Liu,A5042712339,Yang Liu,exact
240,Yang Liu,A5100356053,Yang Liu,exact
419,Li Wei,A5092196178,Li Wei,exact
240,Yang Liu,A5115602248,Yang Liu,exact
1744,Gabriel Molina Terriza,A5091014027,Gabriel Molina Terriza,exact
693,Jun Li,A5100691318,Jun Li,exact
123,Jun Li,A5100691318,Jun Li,exact
728,Jian Yang,A5103858801,Jian Yang,exact
153,Robin Beck,A5098470217,Robin Beck,exact
2000,Jian Li,A5100694100,Jian Li,exact
1015,Mathieu Duval,A5012147100,Mathieu Duval,exact
1496,Qing Li,A5044327995,Qing Li,exact
492,Zhi Li,A5100382237,Zhi Li,exact
1418,Paula McDonald,A5111454210,Paula McDonald,exact
572,Neeraj Sharma,A5044786519,Neeraj Sharma,exact
240,Yang Liu,A5064841165,Yang Liu,exact
1244,Richard Payne,A5109304497,Richard Payne,exact
831,Ying Zhang,A5100386101,Ying Zhang,exact
2124,Phillip Cassey,A5089061217,Phillip Cassey,exact
1154,Bo Li,A5100734431,Bo Li,exact
240,Yang Liu,A5100638019,Yang Liu,exact
831,Ying Zhang,A5100386236,Ying Zhang,exact
218,Ling Chen,A5100411130,Ling Chen,exact
1560,Lucy Marshall,A5102871000,Lucy Marshall,exact
2107,Thomas Huber,A5104560177,Thomas Huber,exact
1873,Richard Clark,A5113961498,Richard Clark,exact
1353,Susan Broomhall,A5105964963,Susan Broomhall,exact
240,Yang Liu,A5040874137,Yang Liu,exact
103,Jun Zhang,A5031306614,Jun Zhang,exact
693,Jun Li,A5100678956,Jun Li,exact
123,Jun Li,A5100678956,Jun Li,exact
534,Bin Luo,A5101923287,Bin Luo,exact
573,Dan Liu,A5100326818,Dan Liu,exact
480,Saman Atapattu,A5103265891,Saman Atapattu,exact
1430,Jason Potts,A5044172265,Jason Potts,exact
1653,Andrea Whittaker,A5104998478,Andrea Whittaker,exact
935,Simon Ho,A5049030188,Simon Ho,exact
363,Han Lin,A5100938084,Han Lin,exact
972,Kai He,A5100700367,Kai He,exact
831,Ying Zhang,A5100386014,Ying Zhang,exact
1368,Xiaolin Wang,A5103454488,Xiaolin Wang,exact
1296,Yingjie Yang,A5012330169,Yingjie Yang,exact
693,Jun Li,A5100361657,Jun Li,exact
1484,Tao Liu,A5100678889,Tao Liu,exact
123,Jun Li,A5100361657,Jun Li,exact
