rid,aus_name,authorid,match_type,host_id
487,Weiwei Lei,A5101480302,exact,I82951845
150,Christopher Baker,A5078620782,exact,I165143802
6,Lina Yao,A5005867946,alias,I99043593
169,Ben Colagiuri,A5109730807,alias,I129604602
1039,Yusuke Yamauchi,A5113147112,exact,I165143802
1924,Yun Liu,A5100321944,exact,I118347636
1992,Benjamin Buchler,A5105834388,alias,I118347636
1614,James Bailey,A5101609698,exact,I165779595
2157,Peter Anderson,A5021576126,exact,I165779595
921,Yuan Chen,A5100400882,exact,I129604602
1327,Chenghua Sun,A5101442652,alias,I57093077
2000,Jian Li,A5102007222,alias,I56590836
569,Yuting Zhang,A5100451831,exact,I165779595
1484,Tao Liu,A5100338122,alias,I31746571
103,Jun Zhang,A5100433138,exact,I11701301
123,Jun Li,A5100361742,alias,I114017466
764,Ziqi Sun,A5110522065,alias,I160993911
2000,Jian Li,A5100402427,exact,I56590836
1216,Iain Searle,A5075355803,exact,I5681781
787,Amelia Liu,A5022123692,alias,I56590836
2111,Shanqing Zhang,A5046237914,exact,I11701301
1837,Dominic Berry,A5085151983,alias,I99043593
226,Yuman Zhu,A5055824316,alias,I56590836
940,Jiabao Yi,A5079135640,alias,I78757542
1573,Zhi Ping Xu,A5100699454,alias,I165143802
744,Kalervo Gulson,A5014038876,alias,I129604602
768,Kristopher Kilian,A5019240728,alias,I31746571
399,Thomas Astell-Burt,A5078694518,exact,I129604602
638,Colette Boskovic,A5054944854,exact,I165779595
1272,Matthew Gilliham,A5037451186,alias,I5681781
324,Zhe Liu,A5023896908,alias,I165779595
1208,Steven Bozinovski,A5079475266,alias,I82951845
2166,Gael Martin,A5110737641,alias,I56590836
459,Benjamin Woodcroft,A5035489365,alias,I160993911
581,Adrian Russell,A5064360812,alias,I31746571
1257,Philip Munday,A5024202369,alias,I86467917
1185,Adam Uldrich,A5085889061,alias,I165779595
1150,Haihui Wang,A5100628512,exact,I5681781
1542,Huagui Yang,A5100770981,alias,I11701301
2188,Adam Micolich,A5032343757,alias,I31746571
2159,Christopher Gibson,A5070981604,alias,I204824540
809,Jon McCormack,A5040093215,exact,I56590836
195,Anjum Naweed,A5070309508,exact,I74899385
1714,Greg Qiao,A5090998106,alias,I165779595
1829,Graham Hughes,A5008335665,exact,I118347636
1329,Penelope King,A5012983965,alias,I118347636
2101,Vedi Hadiz,A5065429454,alias,I165779595
1786,Daniel Macdonald,A5077826305,alias,I118347636
206,Daria Smirnova,A5090216697,alias,I118347636
1189,Chun-Xia Zhao,A5019914168,alias,I165143802
1824,Peter Tuthill,A5016960997,alias,I129604602
670,Jeff Powell,A5058081074,alias,I63525965
1244,Richard Payne,A5053176470,alias,I129604602
64,Meead Saberi,A5013479513,alias,I31746571
708,Liam Brady,A5055456510,alias,I169541294
1280,Stephen Redmond,A5013317847,alias,I31746571
715,Matthew Spittal,A5067367617,alias,I165779595
1506,Gita Mishra,A5102812616,alias,I165143802
1384,Yin Paradies,A5029141180,exact,I149704539
709,Traude Beilharz,A5013708479,alias,I56590836
1037,Qiaoliang Bao,A5024429715,exact,I56590836
1298,Simon Griffith,A5075126259,alias,I99043593
955,Yuncang Li,A5100404181,exact,I82951845
2156,Jacqueline Broad,A5042195622,alias,I56590836
2068,Mark Kendall,A5038629041,alias,I165143802
794,Timothy Smith,A5088341096,alias,I174025329
1722,Andrew Rosser,A5063141736,alias,I5681781
2192,Stuart Ralph,A5074946484,alias,I165779595
491,Paul Evans,A5052204474,alias,I165143802
1711,Jason Evans,A5073805601,alias,I31746571
2119,Hongyuan Yang,A5024570365,alias,I31746571
1683,Andre Renzaho,A5084934841,alias,I63525965
419,Li Wei,A5100663675,alias,I129604602
20,Rajeev Roychand,A5003800246,exact,I82951845
907,Ali Nazari,A5061714089,alias,I57093077
2007,Anita Harris,A5048013826,exact,I149704539
1064,Colin Klein,A5077337094,exact,I118347636
1865,Celine Nauges,A5105845982,alias,I165143802
1558,Pall Thordarson,A5065630135,exact,I31746571
944,Staffan Persson,A5009878515,exact,I165779595
331,Coral Gartner,A5046524299,exact,I165143802
199,Martin Polkinghorne,A5028198343,alias,I169541294
1118,Benjamin Goldsmith,A5056807174,alias,I118347636
597,Leonardo Gollo,A5013568992,alias,I56590836
151,Ben Fulcher,A5091269081,exact,I129604602
900,Guozhen Liu,A5100691558,exact,I31746571
2137,Spencer Whitney,A5088450469,alias,I118347636
610,Shane Ellis,A5073485462,alias,I204824540
1321,Sally Young,A5019174203,alias,I165779595
1107,Matthew Tucker,A5027193685,alias,I5681781
1484,Tao Liu,A5100338067,exact,I31746571
444,Marcus Doherty,A5102761690,alias,I118347636
864,Debbie Silvester,A5027601300,alias,I205640436
242,Zhiliang Wang,A5100343138,exact,I165143802
1487,Dorrit Jacob,A5031751266,alias,I99043593
286,Emilie-Jane Ens,A5047756264,alias,I99043593
144,Fengwang Li,A5089706752,exact,I129604602
330,Ian Moffat,A5012891598,exact,I169541294
1528,Francesca Iacopi,A5085512740,exact,I11701301
1014,Erinna Lee,A5038439002,alias,I196829312
2212,Geoffrey Clark,A5014516552,alias,I118347636
573,Dan Liu,A5100766586,exact,I82951845
1859,Jason Peart,A5004008884,alias,I11701301
1835,Michael Bromley,A5009981990,alias,I165143802
1346,Shaobai Huang,A5044601381,alias,I177877127
252,James Osborne,A5015466996,alias,I165779595
856,Michael Bode,A5010372144,alias,I160993911
1145,Emma Baker,A5010502838,exact,I5681781
1543,Suzanne Fraser,A5068361782,exact,I205640436
308,Justin Chalker,A5062206988,alias,I169541294
336,Mark Edmonds,A5051389983,alias,I56590836
1600,Tong Lin,A5109078708,exact,I149704539
392,Albert Fahrenbach,A5011785645,alias,I31746571
635,Karla Hutt,A5029043451,alias,I56590836
187,Roland Burke,A5003734068,alias,I196829312
818,Anders Eriksson,A5069883194,alias,I165143802
569,Yuting Zhang,A5100451834,exact,I165779595
2064,Peter Franks,A5009709943,alias,I129604602
1019,Tim Bayne,A5010096301,exact,I56590836
1599,Donald McNeill,A5065376763,exact,I63525965
908,Maja Adamska,A5050536765,exact,I118347636
1823,Sean Li,A5000395572,alias,I31746571
988,Nathan Lo,A5089664523,alias,I129604602
1124,Julian Millie,A5024688269,exact,I56590836
303,Jiajia Zhou,A5100417635,alias,I114017466
612,Daniel Burgarth,A5044459179,exact,I99043593
1759,Matthew McCormack,A5052655026,alias,I196021976
1447,Louise D'Arcens,A5033700094,alias,I99043593
2008,Zongping Shao,A5101837078,alias,I205640436
1833,Anthony White,A5064747866,alias,I165779595
2146,Annette Dexter,A5045233128,fuzzy,I165143802
1463,Julia Martinez,A5035821697,alias,I204824540
363,Han Lin,A5046795697,exact,I82951845
736,Maurizio Meloni,A5005112768,alias,I149704539
1361,Dacheng Tao,A5046877006,alias,I129604602
921,Yuan Chen,A5032424539,alias,I129604602
1369,Dane McCamey,A5068200931,fuzzy,I31746571
1121,Susan Harris Rimmer,A5108276347,fuzzy,I11701301
1852,Jorgen Rasmussen,A5089881368,alias,I165143802
2038,Martin Thomas,A5055978192,alias,I118347636
621,Yang Song,A5001493114,alias,I31746571
1272,Matthew Gilliham,A5031502129,alias,I5681781
917,Jiangtao Xu,A5057160617,alias,I31746571
579,Christopher Watkin,A5059158534,exact,I56590836
387,Sarina Sarina,A5058593113,alias,I129604602
879,Nathan Langford,A5081546262,alias,I114017466
1484,Tao Liu,A5045324804,exact,I31746571
2000,Jian Li,A5108880813,alias,I56590836
1875,Jonathan Waters,A5030023952,alias,I129801699
231,Yi Liu,A5100330500,exact,I31746571
136,Min Xu,A5102004786,alias,I114017466
1239,Javier Alvarez-Mon,A5039799688,exact,I99043593
297,Jessica Whyte,A5080912198,exact,I31746571
2000,Jian Li,A5110374227,exact,I56590836
218,Ling Chen,A5100411080,alias,I114017466
884,Janna Morrison,A5016384852,exact,I170239107
1859,Jason Peart,A5111952330,fuzzy,I11701301
2166,Gael Martin,A5016199639,alias,I56590836
87,Gang Li,A5043370268,exact,I165779595
2074,Jean Yang,A5012290301,alias,I129604602
1075,Joanne Evans,A5101045957,exact,I56590836
1672,Adam Hill,A5113823469,fuzzy,I19514445
12,Samuel Baron,A5113519894,alias,I165779595
62,Haoran Ren,A5114183889,exact,I56590836
1614,James Bailey,A5002580249,alias,I165779595
2085,David White,A5109847387,alias,I177877127
1991,Sarah Maddison,A5023246769,alias,I31746571
218,Ling Chen,A5092008498,exact,I114017466
123,Jun Li,A5100678956,exact,I114017466
693,Jun Li,A5110034937,alias,I205640436
139,Hanlin Shang,A5032814245,exact,I99043593
998,Tara Murphy,A5103861269,alias,I129604602
32,Suzy Killmister,A5089797067,alias,I56590836
1600,Tong Lin,A5101033610,exact,I149704539
419,Li Wei,A5100318382,alias,I129604602
1276,Nigel Jones,A5108496257,alias,I56590836
1215,Guy Williams,A5034431716,exact,I129801699
1600,Tong Lin,A5101097866,fuzzy,I149704539
419,Li Wei,A5100318210,alias,I129604602
854,Kristie Miller,A5008765257,fuzzy,I129604602
231,Yi Liu,A5074796587,exact,I31746571
1496,Qing Li,A5100404064,exact,I129604602
1074,James Miller-Jones,A5102334544,fuzzy,I205640436
1424,Stephanie Gras,A5104561453,alias,I56590836
1398,Jeffrey Davis,A5110348248,alias,I57093077
123,Jun Li,A5064991477,exact,I114017466
1881,Robert Sparrow,A5096611417,exact,I56590836
123,Jun Li,A5108098567,exact,I114017466
2000,Jian Li,A5100402427,alias,I56590836
1216,Iain Searle,A5075355803,alias,I5681781
2111,Shanqing Zhang,A5046237914,alias,I11701301
226,Yuman Zhu,A5055824316,exact,I56590836
940,Jiabao Yi,A5079135640,exact,I78757542
1573,Zhi Ping Xu,A5100699454,exact,I165143802
399,Thomas Astell-Burt,A5078694518,alias,I129604602
638,Colette Boskovic,A5054944854,alias,I165779595
1272,Matthew Gilliham,A5037451186,exact,I5681781
1208,Steven Bozinovski,A5079475266,exact,I82951845
1150,Haihui Wang,A5100628512,alias,I5681781
809,Jon McCormack,A5040093215,alias,I56590836
1829,Graham Hughes,A5008335665,alias,I118347636
1786,Daniel Macdonald,A5077826305,exact,I118347636
1189,Chun-Xia Zhao,A5019914168,exact,I165143802
1824,Peter Tuthill,A5016960997,exact,I129604602
64,Meead Saberi,A5013479513,exact,I31746571
1384,Yin Paradies,A5029141180,alias,I149704539
1037,Qiaoliang Bao,A5024429715,alias,I56590836
955,Yuncang Li,A5100404181,alias,I82951845
2156,Jacqueline Broad,A5042195622,exact,I56590836
1722,Andrew Rosser,A5063141736,exact,I5681781
2119,Hongyuan Yang,A5024570365,exact,I31746571
20,Rajeev Roychand,A5003800246,alias,I82951845
907,Ali Nazari,A5061714089,exact,I57093077
2007,Anita Harris,A5048013826,alias,I149704539
1064,Colin Klein,A5077337094,alias,I118347636
1865,Celine Nauges,A5105845982,exact,I165143802
1558,Pall Thordarson,A5065630135,alias,I31746571
944,Staffan Persson,A5009878515,alias,I165779595
331,Coral Gartner,A5046524299,alias,I165143802
199,Martin Polkinghorne,A5028198343,exact,I169541294
151,Ben Fulcher,A5091269081,alias,I129604602
900,Guozhen Liu,A5100691558,alias,I31746571
1321,Sally Young,A5019174203,exact,I165779595
1484,Tao Liu,A5100338067,alias,I31746571
242,Zhiliang Wang,A5100343138,alias,I165143802
144,Fengwang Li,A5089706752,alias,I129604602
330,Ian Moffat,A5012891598,alias,I169541294
1528,Francesca Iacopi,A5085512740,alias,I11701301
573,Dan Liu,A5100766586,alias,I82951845
1346,Shaobai Huang,A5044601381,exact,I177877127
856,Michael Bode,A5010372144,exact,I160993911
1145,Emma Baker,A5010502838,alias,I5681781
1543,Suzanne Fraser,A5068361782,alias,I205640436
1600,Tong Lin,A5109078708,alias,I149704539
187,Roland Burke,A5003734068,exact,I196829312
818,Anders Eriksson,A5069883194,exact,I165143802
569,Yuting Zhang,A5100451834,alias,I165779595
1019,Tim Bayne,A5010096301,alias,I56590836
1599,Donald McNeill,A5065376763,alias,I63525965
908,Maja Adamska,A5050536765,alias,I118347636
1124,Julian Millie,A5024688269,alias,I56590836
303,Jiajia Zhou,A5100417635,exact,I114017466
612,Daniel Burgarth,A5044459179,alias,I99043593
2008,Zongping Shao,A5101837078,exact,I205640436
363,Han Lin,A5046795697,alias,I82951845
736,Maurizio Meloni,A5005112768,exact,I149704539
1361,Dacheng Tao,A5046877006,exact,I129604602
921,Yuan Chen,A5032424539,exact,I129604602
621,Yang Song,A5001493114,exact,I31746571
1272,Matthew Gilliham,A5031502129,exact,I5681781
917,Jiangtao Xu,A5057160617,exact,I31746571
579,Christopher Watkin,A5059158534,alias,I56590836
387,Sarina Sarina,A5058593113,exact,I129604602
1484,Tao Liu,A5045324804,alias,I31746571
2000,Jian Li,A5108880813,exact,I56590836
231,Yi Liu,A5100330500,alias,I31746571
136,Min Xu,A5102004786,exact,I114017466
1239,Javier Alvarez-Mon,A5039799688,alias,I99043593
297,Jessica Whyte,A5080912198,alias,I31746571
2000,Jian Li,A5110374227,alias,I56590836
218,Ling Chen,A5100411080,exact,I114017466
884,Janna Morrison,A5016384852,alias,I170239107
87,Gang Li,A5043370268,alias,I165779595
2074,Jean Yang,A5012290301,exact,I129604602
1075,Joanne Evans,A5101045957,alias,I56590836
12,Samuel Baron,A5113519894,exact,I165779595
62,Haoran Ren,A5114183889,alias,I56590836
1614,James Bailey,A5002580249,exact,I165779595
1991,Sarah Maddison,A5023246769,exact,I31746571
218,Ling Chen,A5092008498,alias,I114017466
123,Jun Li,A5100678956,alias,I114017466
693,Jun Li,A5110034937,exact,I205640436
139,Hanlin Shang,A5032814245,alias,I99043593
998,Tara Murphy,A5103861269,exact,I129604602
32,Suzy Killmister,A5089797067,exact,I56590836
1600,Tong Lin,A5101033610,alias,I149704539
1215,Guy Williams,A5034431716,alias,I129801699
231,Yi Liu,A5074796587,alias,I31746571
1496,Qing Li,A5100404064,alias,I129604602
123,Jun Li,A5064991477,alias,I114017466
1881,Robert Sparrow,A5096611417,alias,I56590836
123,Jun Li,A5108098567,alias,I114017466
892,Jason Dutton,A5019356924,alias,I196829312
2132,Naomi Wray,A5064741640,alias,I165143802
696,Pat Scott,A5063472907,alias,I165143802
923,Paul Lasky,A5000611658,alias,I56590836
30,Pengyi Yang,A5114375167,exact,I129604602
1065,Matthew Owers,A5074327882,alias,I99043593
1362,Scott Mueller,A5016350097,alias,I165779595
1746,Thomas Wernberg,A5026692680,alias,I177877127
375,Jason Thompson,A5103121924,exact,I165779595
779,Justine Mintern,A5010793011,alias,I165779595
368,Jarryd Pla,A5048713725,alias,I31746571
1094,Jack Clegg,A5073361343,alias,I165143802
2090,Melissa Green,A5086121026,alias,I31746571
1237,Matthew Simpson,A5060813398,alias,I160993911
447,Meghan Miller,A5026672994,alias,I118347636
40,Bo Xia,A5044226655,alias,I160993911
1207,Stuart Macgregor,A5029948119,alias,I217937681
2187,Jin Zou,A5003746258,exact,I165143802
1331,Paul Donnelly,A5112877679,alias,I165779595
1381,Wallace Wong,A5058487031,alias,I165779595
1345,Irina Vetter,A5005160521,exact,I165143802
1995,Raphael Didham,A5057245217,alias,I177877127
1781,Xiaozhou Liao,A5069784195,alias,I129604602
655,Michael Higgins,A5079072267,alias,I204824540
1565,Miroslav Macka,A5011260131,alias,I129801699
720,Dong Xu,A5082181536,exact,I129604602
1823,Sean Li,A5044978302,exact,I31746571
1498,Wai-Hong Tham,A5038326007,exact,I196021976
435,Wenjie Zhang,A5100385498,exact,I31746571
1139,Dewei Chu,A5087368019,exact,I31746571
781,Andrew Tomkins,A5012146766,alias,I56590836
1278,Joshua Ross,A5026776788,alias,I5681781
693,Jun Li,A5101426038,exact,I205640436
1377,Derek Arnold,A5074726896,alias,I165143802
1896,Chris Manzie,A5020178903,exact,I165779595
2182,Chengrong Chen,A5009088303,alias,I11701301
398,Darren Croton,A5076417031,exact,I57093077
471,Michael Livingston,A5075351092,exact,I205640436
2215,Thomas Reuter,A5102923163,exact,I165779595
1749,Colin Clifford,A5001538229,alias,I31746571
1364,Ivor Tsang,A5021751767,alias,I114017466
1171,Anoma Pieris,A5031882824,exact,I165779595
843,Elizabeth Stephens,A5009047903,exact,I165143802
1433,Rob Atkin,A5077693107,exact,I78757542
2169,Michael Monteiro,A5024077146,alias,I165143802
2202,S. O. Reza Moheimani,A5061619957,alias,I78757542
553,Edward Burton,A5049000482,alias,I66809481
2032,Colin Smith,A5083596867,exact,I196829312
975,Guillermo Gomez,A5008963986,alias,I170239107
1398,Jeffrey Davis,A5040530102,alias,I57093077
1130,Colin Jackson,A5052860841,alias,I118347636
1034,Adam Deller,A5091286821,alias,I57093077
537,Alexandr Simonov,A5062733036,alias,I56590836
842,Christian Rinke,A5049254580,exact,I165143802
1242,David Wood,A5066302647,alias,I56590836
1803,Sarah Johnson,A5010753349,alias,I78757542
915,Emma Kowal,A5053916573,alias,I149704539
1338,Justin Hamilton,A5037526449,alias,I56590836
55,Mark Alfano,A5002852096,alias,I99043593
753,Nicholas Deutscher,A5013692809,alias,I204824540
1043,Guillaume Tcherkez,A5011667102,alias,I118347636
406,Katherine Albury,A5004922583,alias,I57093077
360,Greta Hawes,A5085068751,exact,I99043593
117,Oliver Griffith,A5027454158,alias,I99043593
47,Michelle Wille,A5022062973,alias,I165779595
1712,Diana Fisher,A5058065051,alias,I165143802
1688,Alison Funston,A5015579525,alias,I56590836
2107,Thomas Huber,A5076677952,exact,I118347636
1091,Rhodri Davies,A5072460934,alias,I118347636
1316,Justin Seymour,A5080289309,alias,I114017466
562,Thomas Ve,A5056044080,alias,I11701301
800,Hao Liu,A5100458862,exact,I114017466
405,Leanne Wiseman,A5012754507,alias,I11701301
1200,Robert Sinnerbrink,A5016907982,alias,I99043593
1002,Olivier Alard,A5034349319,alias,I99043593
68,Ruifeng Yan,A5055140400,alias,I165143802
711,Deepak Dubal,A5003557857,alias,I5681781
1004,Zenobia Jacobs,A5028899889,exact,I204824540
897,Ivo Seitenzahl,A5025672621,alias,I31746571
1379,Weihua Liu,A5058829648,alias,I1292875679
807,Gretchen Benedix,A5020515245,alias,I205640436
200,Nicolas Flament,A5038326726,alias,I204824540
1097,Robin Hobbs,A5048961794,alias,I56590836
1422,Todd Oliynyk,A5007227171,alias,I56590836
316,Shuhua Peng,A5039579363,exact,I31746571
726,Hariz Halilovich,A5048541708,alias,I82951845
1917,Deborah Marsh,A5051055093,alias,I129604602
954,Wei Kong Pang,A5079731588,exact,I204824540
526,Peishen Zhao,A5041334443,exact,I56590836
950,Justin Hastings,A5017643996,alias,I129604602
605,Gholamreza Haffari,A5081525024,alias,I56590836
1624,Christina Twomey,A5006370688,alias,I56590836
1503,Catherine Mills,A5101505715,alias,I56590836
1593,Min Chen,A5100667706,alias,I129604602
355,Antje Blumenthal,A5072007540,exact,I165143802
1027,Alfonso Garcia-Bennett,A5037455412,alias,I99043593
1112,Jacqui True,A5070243420,alias,I56590836
1768,Michael Smith,A5110080394,fuzzy,I165779595
1024,Christine Wells,A5072188738,alias,I165779595
538,Martijn Cloos,A5033557680,alias,I165143802
1564,Clare Hawkins,A5082145076,alias,I129604602
67,Miaoqiang Lyu,A5012029695,exact,I165143802
1438,Jeffrey Harmer,A5080885291,alias,I165143802
1912,Megan Cassidy-Welch,A5080544222,alias,I56590836
675,Antonio Di Ieva,A5035155009,exact,I99043593
1911,Murray Olsen,A5111583606,alias,I165143802
1785,Penny Edmonds,A5062451585,alias,I129801699
2151,James Rabeau,A5007213391,alias,I99043593
2006,Jane Lydon,A5055215067,alias,I177877127
1662,Kathy Arthurson,A5024398025,alias,I169541294
831,Ying Zhang,A5044938518,exact,I114017466
1515,Michele Ford,A5057635394,exact,I129604602
2207,Zhenxiang Cheng,A5043673910,exact,I204824540
592,Melanie White,A5086668344,alias,I165143802
1075,Joanne Evans,A5047347308,exact,I56590836
2153,Mark Parsons,A5107862169,alias,I78757542
849,Julia Kindt,A5110696782,exact,I129604602
465,Xiwang Zhang,A5038750020,alias,I165143802
87,Gang Li,A5070405949,exact,I165779595
699,Cameron Shearer,A5077897301,alias,I5681781
102,Xu Huang,A5057441318,alias,I185523456
1924,Yun Liu,A5100321991,alias,I118347636
1035,Timothy Denham,A5085338452,alias,I118347636
990,Andrea Taschetto,A5015211247,alias,I31746571
1142,Christian Gruber,A5049100399,alias,I165143802
1166,Heather Douglas,A5009036143,exact,I165143802
1669,Daniel Fitzpatrick,A5090185318,exact,I118347636
490,Scott Boden,A5052810821,alias,I5681781
934,Mark Holmes,A5049310318,exact,I165779595
419,Li Wei,A5100689772,alias,I129604602
1916,Adrian Sheppard,A5103405950,alias,I118347636
363,Han Lin,A5101799775,exact,I82951845
1908,Adrian Hearn,A5029958592,alias,I165779595
193,Chen Davidovich,A5020232884,exact,I56590836
965,Jonathan Marshall,A5101881645,exact,I114017466
1143,Brian Petersen,A5107856310,alias,I165779595
838,Ian Hesketh,A5106627156,alias,I165143802
