rid,aus_name,authorid,match_type,host_id
369,Jun Huang,A5015226338,alias,I129604602
1151,Hua Xia,A5012086388,exact,I118347636
78,Felecia Watkin Lui,A5090719717,exact,I86467917
62,Haoran Ren,A5053189435,alias,I56590836
2105,Michael Bunce,A5112273377,alias,I205640436
244,Yamini Narayanan,A5018692659,exact,I149704539
1117,Justin Clemens,A5010955535,alias,I165779595
1154,Bo Li,A5100374521,alias,I204824540
1815,Hisatomi Arima,A5086855818,exact,I129604602
269,Amy Roberts,A5017783125,exact,I169541294
1881,Robert Sparrow,A5003388479,alias,I56590836
1783,Michael Small,A5015055144,alias,I177877127
759,Hongjie An,A5029811848,alias,I11701301
782,Danyang Wang,A5108261604,alias,I31746571
1289,Wen Lei,A5047194191,alias,I177877127
419,Li Wei,A5100670216,exact,I129604602
414,Gabriele Gratton,A5053765396,exact,I31746571
1103,Michael Flood,A5059432732,alias,I160993911
19,Shuying Wu,A5043223724,exact,I129604602
1246,Dean Lusher,A5052438394,alias,I57093077
546,Po-Lam Yung,A5087336696,exact,I118347636
628,Emily Nicholson,A5007091216,exact,I165779595
1359,Melanie Swalwell,A5037039328,alias,I57093077
166,Ben Shaw,A5046145105,alias,I118347636
1616,Katharine Gelber,A5073798876,alias,I165143802
461,Gurutzeta Guillera-Arroita,A5069640986,alias,I165779595
1432,Jennifer Corrin,A5001390703,exact,I165143802
310,Loic Yengo,A5068744968,exact,I165143802
737,Matthew Hall,A5026702635,exact,I56590836
1353,Susan Broomhall,A5004500643,exact,I177877127
1226,Massimiliano Massi,A5114187536,exact,I205640436
1924,Yun Liu,A5100321925,exact,I118347636
487,Weiwei Lei,A5012131084,alias,I82951845
1436,Hongxia Wang,A5100373271,alias,I160993911
1771,Robert Horvath,A5017359970,alias,I196829312
4,Jathan Sadowski,A5101449906,exact,I56590836
921,Yuan Chen,A5069607928,exact,I129604602
1146,Jan Engelstaedter,A5032271144,exact,I165143802
1484,Tao Liu,A5033255645,exact,I31746571
369,Jun Huang,A5058364517,exact,I129604602
1601,Rui Zhang,A5064510205,alias,I165779595
782,Danyang Wang,A5100322864,alias,I31746571
1051,Leanne Weber,A5016810863,alias,I188329596
189,Chen Li,A5083860296,alias,I56590836
523,Peter Kim,A5100672883,alias,I129604602
1052,Xuan-Ce Wang,A5113422948,alias,I205640436
27,Dawei Su,A5000129210,alias,I82951845
1600,Tong Lin,A5100769666,exact,I149704539
87,Gang Li,A5100409202,alias,I165779595
2077,Nobuo Maeda,A5091708188,alias,I1292875679
2000,Jian Li,A5110868799,alias,I56590836
1496,Qing Li,A5100404173,exact,I129604602
435,Wenjie Zhang,A5113159317,alias,I31746571
1496,Qing Li,A5100404176,exact,I129604602
1859,Jason Peart,A5112280224,exact,I11701301
974,Koji Tanaka,A5101678756,alias,I118347636
1923,Nicholas Aroney,A5112206432,alias,I165143802
314,Andrew Zalesky,A5114058777,alias,I165779595
693,Jun Li,A5101993710,alias,I205640436
219,Tu'uhevaha Kaitu'u-Lino,A5110977816,alias,I165779595
1745,Douglas Kahn,A5069442649,alias,I31746571
671,Rick Stuart-Smith,A5008308062,alias,I129801699
971,Sarah Wright,A5018255284,alias,I78757542
2069,David Wilson,A5092354278,exact,I31746571
123,Jun Li,A5100779591,alias,I114017466
14,Jia Wu,A5112748944,alias,I99043593
1851,Idriss Blakey,A5014471792,exact,I165143802
1295,Joselito Razal,A5049532431,alias,I149704539
568,Meera Parish,A5045449983,alias,I56590836
938,Bing-Jie Ni,A5056640675,alias,I114017466
434,Tianyi Ma,A5069632856,alias,I82951845
1710,Changhai Ding,A5029946717,alias,I129801699
1570,Hai Vu,A5069363273,alias,I56590836
304,Travis Johnson,A5039846826,alias,I196829312
1322,Yongping Wei,A5023849125,exact,I165143802
1218,Malte Meinshausen,A5008924658,exact,I165779595
878,Karen Gregory,A5019565246,alias,I56590836
1862,Bruno van Swinderen,A5075309572,alias,I165143802
762,Mark Krumholz,A5014544028,alias,I118347636
1873,Richard Clark,A5033914141,alias,I165143802
2131,Martina Stenzel,A5016059121,alias,I31746571
543,Aaron Robotham,A5089501032,alias,I177877127
2089,Jochen Renz,A5041861581,exact,I118347636
814,Belinda Gabbe,A5007413782,alias,I56590836
209,Yichao Wang,A5100363941,alias,I82951845
1618,Matthew Sellars,A5083736781,alias,I118347636
1770,Geoffrey Pryde,A5036537125,alias,I11701301
1617,Mark Pelusi,A5056111604,exact,I129604602
770,Andrew Zele,A5004961440,alias,I160993911
419,Li Wei,A5100318350,alias,I129604602
176,Maria Fernanda Adame,A5028923543,alias,I11701301
1253,Kerrylee Rogers,A5068956559,alias,I204824540
1436,Hongxia Wang,A5021226984,alias,I160993911
1890,Daniel Shaddock,A5075697176,alias,I118347636
1764,Gabrielle Belz,A5062316238,alias,I196021976
820,Scott Sisson,A5044778185,alias,I31746571
454,Jayakumar Bose,A5025723104,alias,I63525965
367,Conan Wang,A5063128380,alias,I165143802
745,Karin Nordstrom,A5081200507,exact,I169541294
1636,Sarah Spencer,A5058063005,alias,I82951845
154,Jonathan Plett,A5088847286,alias,I63525965
2031,Alan Cooper,A5040956604,alias,I5681781
1806,Andrew Francis,A5063389459,alias,I63525965
1361,Dacheng Tao,A5074103823,exact,I129604602
1721,James Borger,A5085867060,exact,I118347636
1056,Gretta Pecl,A5023494490,alias,I129801699
1588,Peter Anstey,A5069498459,alias,I129604602
2152,Oliver Rackham,A5070261696,exact,I177877127
1281,Lisa Butler,A5050075947,alias,I5681781
1999,Joselito Quirino,A5005566522,alias,I129801699
2124,Phillip Cassey,A5089061217,exact,I5681781
1123,Bradley Launikonis,A5047537559,alias,I165143802
877,Deanne Fisher,A5049727819,alias,I57093077
532,Qilin Wang,A5100710389,exact,I114017466
921,Yuan Chen,A5100400885,alias,I129604602
589,Daniel Huber,A5035303223,alias,I129604602
412,Ryan Armstrong,A5050047327,alias,I31746571
1297,Gerard Goggin,A5028129143,alias,I129604602
992,Naomi McClure-Griffiths,A5006593185,alias,I118347636
189,Chen Li,A5100369818,alias,I56590836
132,Hang Ta,A5045169513,alias,I11701301
1070,Heather Lovell,A5011558323,alias,I129801699
353,Kang Liang,A5023870393,exact,I31746571
639,Pauline Grosjean,A5006435210,exact,I31746571
622,Charles Kemp,A5080087902,exact,I165779595
677,James East,A5069552429,exact,I63525965
1728,James McCaw,A5001788962,alias,I165779595
175,Barnaby Norris,A5063547801,exact,I129604602
60,Lisa Mielke,A5005124824,alias,I196829312
1267,Erik Streed,A5046341775,alias,I11701301
318,Joanne Bryant,A5057678524,alias,I31746571
1567,Tapabrata Ray,A5061883146,alias,I31746571
2110,Kirill Alexandrov,A5103358722,fuzzy,I165143802
1804,Raymond Steptoe,A5063324769,alias,I165143802
1723,Paul Young,A5012646235,alias,I129604602
2212,Geoffrey Clark,A5025546525,exact,I118347636
519,Alison Crowther,A5032739607,exact,I165143802
1735,Roland Crocker,A5004701549,alias,I118347636
1897,Sven Rogge,A5025971682,exact,I31746571
633,Timothy Verhoeven,A5045435752,exact,I56590836
1689,Ian Wanless,A5019627457,alias,I56590836
784,Mark Hutchinson,A5056686894,alias,I5681781
1307,Frances Kuo,A5045896084,alias,I31746571
1052,Xuan-Ce Wang,A5049854737,alias,I205640436
44,Sonia Graham,A5063826254,alias,I204824540
1913,Timothy Garoni,A5086477624,alias,I56590836
2016,James Zanotti,A5068608722,alias,I5681781
1475,Thomas Carlson,A5016939139,alias,I129604602
1235,Joshua Heazlewood,A5029423357,alias,I165779595
660,Bernd Gludovatz,A5012401398,alias,I31746571
464,Jingwei Hou,A5071567083,exact,I165143802
851,Fabio Capitanio,A5003880683,alias,I56590836
193,Chen Davidovich,A5112901822,alias,I56590836
232,Karen Filbee-Dexter,A5008910790,alias,I177877127
831,Ying Zhang,A5100386074,exact,I114017466
1144,Thomas Stace,A5021091857,alias,I165143802
623,Simon McIlroy,A5074447212,alias,I160993911
928,Alexander Mackay,A5014600423,alias,I204824540
1601,Rui Zhang,A5100421929,exact,I165779595
840,Jianhua Guo,A5108146665,exact,I165143802
1157,Michael Zyphur,A5027463796,alias,I165779595
962,Anna Hickey-Moody,A5005242120,exact,I82951845
1946,Alison Bashford,A5072858980,exact,I129604602
1560,Lucy Marshall,A5053383515,exact,I31746571
2162,Lian Zhang,A5100647989,alias,I56590836
492,Zhi Li,A5100756461,exact,I31746571
1888,Stephen Morey,A5015488429,exact,I196829312
2144,Yuesheng Li,A5101914941,exact,I217937681
375,Jason Thompson,A5052686315,alias,I165779595
1614,James Bailey,A5031013029,alias,I165779595
100,Lara Malins,A5059997572,alias,I118347636
2054,Malte Ebach,A5084892771,alias,I31746571
485,Christopher Brown,A5006956502,alias,I129801699
886,Michael McDonald,A5062355819,alias,I56590836
666,Andrew Cox,A5057296989,alias,I165779595
767,Michael Considine,A5031000000,exact,I177877127
409,Christopher Hall,A5062568510,alias,I165779595
1834,Michael McCarthy,A5105038932,exact,I165779595
2008,Zongping Shao,A5111288649,exact,I205640436
632,Eva Alisic,A5026717136,alias,I165779595
419,Li Wei,A5055460914,alias,I129604602
419,Li Wei,A5019799964,alias,I129604602
1729,Duk-Yong Choi,A5111954018,alias,I118347636
1135,Warwick Bowen,A5112650328,fuzzy,I165143802
2129,Ying Tan,A5062620116,alias,I165779595
1361,Dacheng Tao,A5101409300,alias,I129604602
248,Min Hong,A5061369624,alias,I185523456
1501,Chunhua Shen,A5025104394,exact,I5681781
365,Darren Creek,A5087821338,alias,I56590836
1600,Tong Lin,A5100818949,exact,I149704539
337,Trevor Chong,A5076923518,alias,I56590836
382,Phillip Baker,A5007275882,alias,I129604602
1978,Jennifer Biddle,A5043778121,alias,I31746571
1244,Richard Payne,A5107996580,fuzzy,I129604602
621,Yang Song,A5005827205,exact,I31746571
1237,Matthew Simpson,A5075591116,exact,I160993911
270,Julie Brown,A5109255384,exact,I31746571
1406,Nicole Bell,A5109890091,alias,I165779595
1728,James McCaw,A5112855382,fuzzy,I165779595
419,Li Wei,A5100317994,alias,I129604602
419,Li Wei,A5100317952,alias,I129604602
1402,Rajkumar Buyya,A5060243515,alias,I165779595
1397,Andrew Anderson,A5010687192,exact,I165779595
693,Jun Li,A5100361606,alias,I205640436
842,Christian Rinke,A5108135291,exact,I165143802
1573,Zhi Ping Xu,A5066028183,alias,I165143802
751,Cathryn Trott,A5105093979,fuzzy,I205640436
2104,David Hunter,A5066986212,alias,I129604602
627,Lisa Ford,A5108754217,exact,I31746571
619,Guo Chen,A5005080099,alias,I31746571
230,Katie Barclay,A5086078154,alias,I99043593
1679,Lan Fu,A5022294619,alias,I118347636
1614,James Bailey,A5102992885,alias,I165779595
419,Li Wei,A5100613541,alias,I129604602
419,Li Wei,A5100318161,alias,I129604602
693,Jun Li,A5100362041,alias,I205640436
1601,Rui Zhang,A5100421991,alias,I165779595
1378,Sara Davies,A5098272899,fuzzy,I11701301
1753,Dan Li,A5100380736,alias,I56590836
672,Hollis Taylor,A5038805536,exact,I129604602
2000,Jian Li,A5101735350,exact,I56590836
1969,Madeleine van Oppen,A5112454015,fuzzy,I1328540965
215,Tom Geue,A5098850398,exact,I118347636
1953,Ashish Sharma,A5113297195,alias,I31746571
1924,Yun Liu,A5115602468,exact,I118347636
136,Min Xu,A5100507874,exact,I114017466
1402,Rajkumar Buyya,A5114013612,exact,I165779595
1600,Tong Lin,A5100769664,alias,I149704539
907,Ali Nazari,A5107862866,alias,I57093077
461,Gurutzeta Guillera-Arroita,A5100261311,alias,I165779595
1704,Hark Hoe Tan,A5110953485,alias,I118347636
231,Yi Liu,A5100330655,exact,I31746571
730,Archa Fox,A5097355250,fuzzy,I177877127
2104,David Hunter,A5078691479,alias,I129604602
1010,Kirsty Pringle,A5092849573,alias,I78757542
681,Susan Baker,A5101605796,exact,I129801699
2163,Jeremy Smith,A5109878323,exact,I177877127
1071,Damien Fordham,A5104342943,alias,I5681781
561,Sarah Phillips,A5057780120,alias,I129604602
1496,Qing Li,A5100404047,alias,I129604602
1601,Rui Zhang,A5100421972,exact,I165779595
419,Li Wei,A5100318256,alias,I129604602
1060,Mark Kelly,A5028486684,fuzzy,I63525965
1496,Qing Li,A5100404013,alias,I129604602
1851,Idriss Blakey,A5014471792,alias,I165143802
938,Bing-Jie Ni,A5056640675,exact,I114017466
434,Tianyi Ma,A5069632856,exact,I82951845
1710,Changhai Ding,A5029946717,exact,I129801699
1322,Yongping Wei,A5023849125,alias,I165143802
1218,Malte Meinshausen,A5008924658,alias,I165779595
1862,Bruno van Swinderen,A5075309572,exact,I165143802
2089,Jochen Renz,A5041861581,alias,I118347636
209,Yichao Wang,A5100363941,exact,I82951845
1617,Mark Pelusi,A5056111604,alias,I129604602
176,Maria Fernanda Adame,A5028923543,exact,I11701301
1253,Kerrylee Rogers,A5068956559,exact,I204824540
1436,Hongxia Wang,A5021226984,exact,I160993911
454,Jayakumar Bose,A5025723104,exact,I63525965
745,Karin Nordstrom,A5081200507,alias,I169541294
2031,Alan Cooper,A5040956604,exact,I5681781
1806,Andrew Francis,A5063389459,exact,I63525965
1361,Dacheng Tao,A5074103823,alias,I129604602
1721,James Borger,A5085867060,alias,I118347636
2152,Oliver Rackham,A5070261696,alias,I177877127
2124,Phillip Cassey,A5089061217,alias,I5681781
532,Qilin Wang,A5100710389,alias,I114017466
921,Yuan Chen,A5100400885,exact,I129604602
589,Daniel Huber,A5035303223,exact,I129604602
1297,Gerard Goggin,A5028129143,exact,I129604602
189,Chen Li,A5100369818,exact,I56590836
1070,Heather Lovell,A5011558323,exact,I129801699
353,Kang Liang,A5023870393,alias,I31746571
639,Pauline Grosjean,A5006435210,alias,I31746571
622,Charles Kemp,A5080087902,alias,I165779595
677,James East,A5069552429,alias,I63525965
175,Barnaby Norris,A5063547801,alias,I129604602
318,Joanne Bryant,A5057678524,exact,I31746571
1567,Tapabrata Ray,A5061883146,exact,I31746571
2212,Geoffrey Clark,A5025546525,alias,I118347636
519,Alison Crowther,A5032739607,alias,I165143802
1897,Sven Rogge,A5025971682,alias,I31746571
633,Timothy Verhoeven,A5045435752,alias,I56590836
1052,Xuan-Ce Wang,A5049854737,exact,I205640436
44,Sonia Graham,A5063826254,exact,I204824540
660,Bernd Gludovatz,A5012401398,exact,I31746571
464,Jingwei Hou,A5071567083,alias,I165143802
193,Chen Davidovich,A5112901822,exact,I56590836
232,Karen Filbee-Dexter,A5008910790,exact,I177877127
831,Ying Zhang,A5100386074,alias,I114017466
1601,Rui Zhang,A5100421929,alias,I165779595
840,Jianhua Guo,A5108146665,alias,I165143802
962,Anna Hickey-Moody,A5005242120,alias,I82951845
1946,Alison Bashford,A5072858980,alias,I129604602
1560,Lucy Marshall,A5053383515,alias,I31746571
492,Zhi Li,A5100756461,alias,I31746571
1888,Stephen Morey,A5015488429,alias,I196829312
2144,Yuesheng Li,A5101914941,alias,I217937681
375,Jason Thompson,A5052686315,exact,I165779595
767,Michael Considine,A5031000000,alias,I177877127
1834,Michael McCarthy,A5105038932,alias,I165779595
2008,Zongping Shao,A5111288649,alias,I205640436
632,Eva Alisic,A5026717136,exact,I165779595
1729,Duk-Yong Choi,A5111954018,exact,I118347636
2129,Ying Tan,A5062620116,exact,I165779595
1361,Dacheng Tao,A5101409300,exact,I129604602
1501,Chunhua Shen,A5025104394,alias,I5681781
365,Darren Creek,A5087821338,exact,I56590836
1600,Tong Lin,A5100818949,alias,I149704539
337,Trevor Chong,A5076923518,exact,I56590836
1978,Jennifer Biddle,A5043778121,exact,I31746571
621,Yang Song,A5005827205,alias,I31746571
1237,Matthew Simpson,A5075591116,alias,I160993911
270,Julie Brown,A5109255384,alias,I31746571
1402,Rajkumar Buyya,A5060243515,exact,I165779595
1397,Andrew Anderson,A5010687192,alias,I165779595
693,Jun Li,A5100361606,exact,I205640436
842,Christian Rinke,A5108135291,alias,I165143802
2104,David Hunter,A5066986212,exact,I129604602
627,Lisa Ford,A5108754217,alias,I31746571
230,Katie Barclay,A5086078154,exact,I99043593
693,Jun Li,A5100362041,exact,I205640436
1601,Rui Zhang,A5100421991,exact,I165779595
1753,Dan Li,A5100380736,exact,I56590836
672,Hollis Taylor,A5038805536,alias,I129604602
2000,Jian Li,A5101735350,alias,I56590836
215,Tom Geue,A5098850398,alias,I118347636
1953,Ashish Sharma,A5113297195,exact,I31746571
1924,Yun Liu,A5115602468,alias,I118347636
136,Min Xu,A5100507874,alias,I114017466
1402,Rajkumar Buyya,A5114013612,alias,I165779595
1600,Tong Lin,A5100769664,exact,I149704539
907,Ali Nazari,A5107862866,exact,I57093077
461,Gurutzeta Guillera-Arroita,A5100261311,exact,I165779595
1704,Hark Hoe Tan,A5110953485,exact,I118347636
231,Yi Liu,A5100330655,alias,I31746571
681,Susan Baker,A5101605796,alias,I129801699
2163,Jeremy Smith,A5109878323,alias,I177877127
1071,Damien Fordham,A5104342943,exact,I5681781
1496,Qing Li,A5100404047,exact,I129604602
1601,Rui Zhang,A5100421972,alias,I165779595
1496,Qing Li,A5100404013,exact,I129604602
1532,Lianzhou Wang,A5100385100,exact,I165143802
801,Brett Murphy,A5042735197,alias,I29894533
776,Christoph Federrath,A5016250498,exact,I118347636
386,Renae Ryan,A5069593357,alias,I129604602
1289,Wen Lei,A5056913793,alias,I177877127
712,Luca Cortese,A5025377130,alias,I177877127
1135,Warwick Bowen,A5085689440,alias,I165143802
1188,Torsten Thomas,A5088030110,exact,I31746571
1219,Andrew Piggott,A5022956852,alias,I99043593
1115,Sarah Wheeler,A5049130370,alias,I5681781
1017,Matthew Piper,A5043122280,alias,I56590836
1708,Haibo Yu,A5015074981,exact,I204824540
1108,Timothy Stephens,A5009328571,alias,I129604602
306,Fuchun Guo,A5051751395,exact,I204824540
705,Linda Wakim,A5036633914,alias,I165779595
912,Peter Enticott,A5071705176,alias,I149704539
1608,Dietmar W. Hutmacher,A5003215109,exact,I160993911
1622,Craig Williams,A5052572299,alias,I165143802
606,Da-Wei Wang,A5100445442,alias,I31746571
169,Ben Colagiuri,A5044132185,alias,I129604602
828,Sarah Perkins-Kirkpatrick,A5049901095,alias,I31746571
1601,Rui Zhang,A5100422092,alias,I165779595
2041,Axel Kallies,A5015395050,exact,I196021976
167,Daniel Bennett,A5029927753,exact,I165779595
1193,Ute Roessner,A5062149146,exact,I165779595
978,Luca Casagrande,A5086796344,alias,I118347636
608,Richard Sandberg,A5021829090,alias,I165779595
224,Hangwei Hu,A5074576539,alias,I165779595
585,Jessica Taubert,A5013760522,alias,I165143802
133,Kylie Dunning,A5085173358,alias,I5681781
182,Selene Fernandez Valverde,A5048170608,alias,I31746571
1691,Ethan Scott,A5076150919,alias,I165143802
785,Eric May,A5013018945,alias,I177877127
852,Christen Mirth,A5065809766,alias,I56590836
695,Shayne Loft,A5004939155,alias,I177877127
1510,Bayden Wood,A5044253971,alias,I56590836
882,Darrell Kemp,A5103149670,alias,I99043593
361,Larissa Hjorth,A5068787013,exact,I82951845
1406,Nicole Bell,A5002462495,alias,I165779595
1842,Brendan Wintle,A5047183172,alias,I165779595
550,Kama Maclean,A5006535378,exact,I31746571
780,Timothy Cohen,A5029545065,alias,I204824540
1795,Brant Gibson,A5039061435,alias,I82951845
1924,Yun Liu,A5100603066,alias,I118347636
80,Amy MacDonald,A5030500381,alias,I153230381
165,Timothy Ballard,A5077992672,exact,I165143802
1548,Kate Senior,A5070422602,alias,I204824540
1646,Anandwardhan Hardikar,A5015293558,alias,I129604602
833,John Quinn,A5023898004,alias,I56590836
2135,Owen Atkin,A5025094320,alias,I118347636
647,Howard Bondell,A5047493332,alias,I165779595
1784,Natalie Borg,A5019562426,alias,I56590836
760,Rosalind Smith,A5053270749,alias,I118347636
1030,Sonia Henriques,A5051238211,alias,I160993911
1325,Joao Diniz da Costa,A5018311475,alias,I165143802
2026,Leeanne Carey,A5054163393,alias,I242743682
1230,Lee Arnold,A5018043423,alias,I5681781
898,Nerilie Abram,A5051259325,alias,I118347636
1291,Fares Al-Ejeh,A5036264210,exact,I217937681
2194,Allison McKendrick,A5000899137,alias,I165779595
578,Megan MacKenzie,A5028964223,alias,I129604602
482,Bina D'Costa,A5012969058,alias,I118347636
1629,Marion Maddox,A5089577329,alias,I99043593
2121,Katherine Andrews,A5084779683,alias,I11701301
1665,Andreas Lopata,A5079654252,alias,I86467917
766,Laura Weyrich,A5007247395,alias,I5681781
1031,Adrian Werner,A5045690075,alias,I169541294
733,Devi Stuart-Fox,A5027202151,exact,I165779595
218,Ling Chen,A5069988750,alias,I114017466
2134,Bjorn Winther-Jensen,A5033089433,alias,I56590836
1141,Guillermo Narsilio,A5071220097,alias,I165779595
440,Rae (Rachel) Cooper,A5039184080,fuzzy,I129604602
1231,David Suggett,A5044102443,alias,I114017466
1623,Amanda Ridley,A5088647455,alias,I177877127
873,Song Yao,A5057765648,alias,I165779595
896,Damian Dowling,A5085092943,alias,I56590836
766,Laura Weyrich,A5109395385,alias,I5681781
646,Ellie Rennie,A5032691356,alias,I82951845
595,Matthew McKay,A5091126453,alias,I165779595
804,Scott Morrison,A5082777109,exact,I118347636
520,Kaiming Bi,A5042727633,exact,I205640436
57,Rachael Gallagher,A5039749882,alias,I63525965
731,Stephan Rachel,A5035148600,alias,I165779595
1255,Alistair Evans,A5063863788,alias,I56590836
1773,Jason Beringer,A5033905771,exact,I177877127
254,Ali Jalili,A5032822192,alias,I31746571
2104,David Hunter,A5059703354,alias,I129604602
320,Zhi-Gang Chen,A5090437166,alias,I160993911
1203,Kevin Morris,A5011086438,alias,I31746571
352,Alexander Sen Gupta,A5042978765,alias,I31746571
1692,Assa Doron,A5086532477,exact,I118347636
850,Ashley Ruiter,A5084761383,alias,I31746571
1417,Nicole Cloonan,A5084301986,exact,I217937681
213,Xi (Forest) Zhu,A5100878040,fuzzy,I114017466
419,Li Wei,A5033731690,alias,I129604602
509,Jonathan Rhodes,A5021131756,alias,I160993911
384,Zhi Yi Ong,A5032195559,alias,I31746571
1663,Ben Saul,A5084499751,alias,I129604602
198,Timothy Legrand,A5075682388,alias,I5681781
724,Timothy Clark,A5017203543,exact,I149704539
462,Simon Williams,A5009869062,alias,I129801699
179,Dalia Nassar,A5023891625,exact,I129604602
1145,Emma Baker,A5103206562,alias,I5681781
834,Helen Watt,A5113846852,fuzzy,I129604602
849,Julia Kindt,A5077907657,fuzzy,I129604602
1772,Stephanie Donald,A5040887145,alias,I31746571
1614,James Bailey,A5009842088,alias,I165779595
419,Li Wei,A5101709403,alias,I129604602
1741,Anne Pender,A5014359393,exact,I90745801
2000,Jian Li,A5100402592,exact,I56590836
571,Vanessa Kellermann,A5078269788,exact,I196829312
783,Sebastian Furness,A5049639665,alias,I165143802
1199,Richard Holden,A5008470795,exact,I31746571
419,Li Wei,A5112223463,alias,I129604602
1966,Geraint Lewis,A5054529896,alias,I129604602
419,Li Wei,A5100318001,alias,I129604602
363,Han Lin,A5069599551,exact,I82951845
1215,Guy Williams,A5069080049,fuzzy,I129801699
1758,Wayne Davies,A5112460986,fuzzy,I177877127
1723,Paul Young,A5038005820,alias,I129604602
607,Dimitrie Culcer,A5107892430,alias,I31746571
242,Zhiliang Wang,A5115587873,alias,I165143802
1436,Hongxia Wang,A5051593152,exact,I160993911
2187,Jin Zou,A5100309938,alias,I165143802
369,Jun Huang,A5100832114,fuzzy,I129604602
1701,Paolo Bubbio,A5008509041,fuzzy,I63525965
2184,Thomas Faunce,A5085044596,alias,I118347636
363,Han Lin,A5043744032,alias,I82951845
831,Ying Zhang,A5100652122,exact,I114017466
840,Jianhua Guo,A5050146305,exact,I165143802
1195,Michael Shields,A5113862253,alias,I56590836
1368,Xiaolin Wang,A5100395133,alias,I204824540
1333,David Evans,A5103772440,fuzzy,I165143802
728,Jian Yang,A5100643476,exact,I165143802
42,Peter Macreadie,A5102697633,fuzzy,I82951845
749,Qiang Fu,A5100612034,exact,I114017466
487,Weiwei Lei,A5101480302,alias,I82951845
150,Christopher Baker,A5078620782,alias,I165143802
6,Lina Yao,A5005867946,exact,I99043593
169,Ben Colagiuri,A5109730807,exact,I129604602
1039,Yusuke Yamauchi,A5113147112,alias,I165143802
1924,Yun Liu,A5100321944,alias,I118347636
1467,Scott Brown,A5074941608,alias,I78757542
1992,Benjamin Buchler,A5105834388,exact,I118347636
1614,James Bailey,A5101609698,alias,I165779595
2157,Peter Anderson,A5021576126,alias,I165779595
921,Yuan Chen,A5100400882,alias,I129604602
1296,Yingjie Yang,A5069935848,alias,I99043593
1327,Chenghua Sun,A5101442652,exact,I57093077
2000,Jian Li,A5102007222,exact,I56590836
1151,Hua Xia,A5104274886,alias,I118347636
1161,Wenbiao Hu,A5102412552,alias,I160993911
569,Yuting Zhang,A5100451831,alias,I165779595
1484,Tao Liu,A5100338122,exact,I31746571
1060,Mark Kelly,A5042841404,alias,I63525965
103,Jun Zhang,A5100433138,alias,I11701301
1501,Chunhua Shen,A5039883116,alias,I5681781
419,Li Wei,A5100683583,alias,I129604602
1198,Patricia O'Brien,A5112711823,alias,I118347636
419,Li Wei,A5103739540,alias,I129604602
1067,Juno Kim,A5088970560,alias,I31746571
1145,Emma Baker,A5058660951,alias,I5681781
1825,Elaine Wong,A5111901822,fuzzy,I165779595
123,Jun Li,A5100361742,exact,I114017466
764,Ziqi Sun,A5110522065,exact,I160993911
1532,Lianzhou Wang,A5100385100,alias,I165143802
776,Christoph Federrath,A5016250498,alias,I118347636
2093,Linqing Wen,A5056913793,alias,I177877127
1708,Haibo Yu,A5015074981,alias,I204824540
306,Fuchun Guo,A5051751395,alias,I204824540
1608,Dietmar W. Hutmacher,A5003215109,alias,I160993911
169,Ben Colagiuri,A5044132185,exact,I129604602
1601,Rui Zhang,A5100422092,exact,I165779595
167,Daniel Bennett,A5029927753,alias,I165779595
1193,Ute Roessner,A5062149146,alias,I165779595
585,Jessica Taubert,A5013760522,exact,I165143802
695,Shayne Loft,A5004939155,exact,I177877127
361,Larissa Hjorth,A5068787013,alias,I82951845
1924,Yun Liu,A5100603066,exact,I118347636
80,Amy MacDonald,A5030500381,exact,I153230381
165,Timothy Ballard,A5077992672,alias,I165143802
760,Rosalind Smith,A5053270749,exact,I118347636
1291,Fares Al-Ejeh,A5036264210,alias,I217937681
578,Megan MacKenzie,A5028964223,exact,I129604602
1629,Marion Maddox,A5089577329,exact,I99043593
733,Devi Stuart-Fox,A5027202151,alias,I165779595
218,Ling Chen,A5069988750,exact,I114017466
646,Ellie Rennie,A5032691356,exact,I82951845
804,Scott Morrison,A5082777109,alias,I118347636
520,Kaiming Bi,A5042727633,alias,I205640436
731,Stephan Rachel,A5035148600,exact,I165779595
2104,David Hunter,A5059703354,exact,I129604602
320,Zhi-Gang Chen,A5090437166,exact,I160993911
1692,Assa Doron,A5086532477,alias,I118347636
1417,Nicole Cloonan,A5084301986,alias,I217937681
384,Zhi Yi Ong,A5032195559,exact,I31746571
1663,Ben Saul,A5084499751,exact,I129604602
462,Simon Williams,A5009869062,exact,I129801699
179,Dalia Nassar,A5023891625,alias,I129604602
1145,Emma Baker,A5103206562,exact,I5681781
1614,James Bailey,A5009842088,exact,I165779595
1741,Anne Pender,A5014359393,alias,I90745801
2000,Jian Li,A5100402592,alias,I56590836
571,Vanessa Kellermann,A5078269788,alias,I196829312
1199,Richard Holden,A5008470795,alias,I31746571
1966,Geraint Lewis,A5054529896,exact,I129604602
363,Han Lin,A5069599551,alias,I82951845
607,Dimitrie Culcer,A5107892430,exact,I31746571
242,Zhiliang Wang,A5115587873,exact,I165143802
1436,Hongxia Wang,A5051593152,alias,I160993911
2187,Jin Zou,A5100309938,exact,I165143802
831,Ying Zhang,A5100652122,alias,I114017466
840,Jianhua Guo,A5050146305,alias,I165143802
1368,Xiaolin Wang,A5100395133,exact,I204824540
749,Qiang Fu,A5100612034,alias,I114017466
